"Population by disability type","Number"
"Blind/low vision",""
"Female","74"
"Male","75"
"","149"
"Deaf/hard of hearing",""
"Female","28"
"Male","36"
"","64"
"Deaf-Blind",""
"Female","9"
"Male","5"
"","14"
"Intellectual disable",""
"Female","5"
"Male","11"
"","16"
"Mental disable",""
"Female","10"
"Male","15"
"","25"
"Multiple disable",""
"Female","18"
"Male","21"
"","39"
"No disability",""
"Female","17623"
"Male","18155"
"","35778"
"Physical",""
"Female","57"
"Male","94"
"","151"
"Speech problem",""
"Female","29"
"Male","43"
"","72"
