"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","41"
"Male","34"
"","75"
"Bantar/Sardar",""
"Female","27"
"Male","23"
"","50"
"Baraee",""
"Female","261"
"Male","234"
"","495"
"Bhote",""
"Female","47"
"Male","37"
"","84"
"Bin",""
"Female","728"
"Male","622"
"","1350"
"Brahman - Hill",""
"Female","399"
"Male","419"
"","818"
"Brahman - Tarai",""
"Female","55"
"Male","47"
"","102"
"Chamar/ Harijan/ Ram",""
"Female","605"
"Male","573"
"","1178"
"Chhetri",""
"Female","744"
"Male","719"
"","1463"
"Damai/Dholi",""
"Female","128"
"Male","121"
"","249"
"Danuwar",""
"Female","508"
"Male","415"
"","923"
"Dhanuk",""
"Female","218"
"Male","196"
"","414"
"Dhobi",""
"Female","14"
"Male","12"
"","26"
"Dom",""
"Female","32"
"Male","34"
"","66"
"Dusadh/ Pasawan/ Pasi",""
"Female","733"
"Male","766"
"","1499"
"Gaderi/Bhedihar",""
"Female","212"
"Male","175"
"","387"
"Gharti/Bhujel",""
"Female","166"
"Male","170"
"","336"
"Hajam/Thakur",""
"Female","228"
"Male","190"
"","418"
"Halwai",""
"Female","431"
"Male","392"
"","823"
"Kalwar",""
"Female","315"
"Male","322"
"","637"
"Kami",""
"Female","304"
"Male","290"
"","594"
"Kathabaniyan",""
"Female","24"
"Male","24"
"","48"
"Kayastha",""
"Female","44"
"Male","39"
"","83"
"Kewat",""
"Female","377"
"Male","408"
"","785"
"Khatwe",""
"Female","132"
"Male","120"
"","252"
"Koiri/Kushwaha",""
"Female","887"
"Male","850"
"","1737"
"Kumal",""
"Female","15"
"Male","10"
"","25"
"Kumhar",""
"Female","49"
"Male","69"
"","118"
"Kurmi",""
"Female","60"
"Male","56"
"","116"
"Lohar",""
"Female","133"
"Male","145"
"","278"
"Magar",""
"Female","1364"
"Male","1291"
"","2655"
"Majhi",""
"Female","110"
"Male","90"
"","200"
"Mali",""
"Female","36"
"Male","34"
"","70"
"Mallaha",""
"Female","263"
"Male","222"
"","485"
"Musahar",""
"Female","414"
"Male","375"
"","789"
"Musalman",""
"Female","1691"
"Male","1461"
"","3152"
"Newar",""
"Female","361"
"Male","364"
"","725"
"Nuniya",""
"Female","12"
"Male","9"
"","21"
"Others",""
"Female","36"
"Male","27"
"","63"
"Rai",""
"Female","112"
"Male","111"
"","223"
"Rajput",""
"Female","31"
"Male","31"
"","62"
"Sanyasi/Dasnami",""
"Female","34"
"Male","39"
"","73"
"Sarki",""
"Female","78"
"Male","67"
"","145"
"Sonar",""
"Female","43"
"Male","32"
"","75"
"Sudhi",""
"Female","527"
"Male","545"
"","1072"
"Sunuwar",""
"Female","165"
"Male","133"
"","298"
"Tamang",""
"Female","619"
"Male","563"
"","1182"
"Tatma/Tatwa",""
"Female","671"
"Male","618"
"","1289"
"Teli",""
"Female","453"
"Male","478"
"","931"
"Terai Others",""
"Female","186"
"Male","161"
"","347"
"Thakuri",""
"Female","46"
"Male","30"
"","76"
"Tharu",""
"Female","19"
"Male","15"
"","34"
"Undefined Others",""
"Female","23"
"Male","14"
"","37"
"Yadav",""
"Female","3471"
"Male","3434"
"","6905"
