"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","28"
"Male","29"
"","57"
"Badi",""
"Female","5813"
"Male","4880"
"","10693"
"Bangali",""
"Female","496"
"Male","455"
"","951"
"Bantar/Sardar",""
"Female","8"
"Male","7"
"","15"
"Baraee",""
"Female","3"
"Male","21"
"","24"
"Bhote",""
"Female","791"
"Male","763"
"","1554"
"Bote",""
"Female","143"
"Male","148"
"","291"
"Brahman - Hill",""
"Female","173831"
"Male","155376"
"","329207"
"Brahman - Tarai",""
"Female","752"
"Male","806"
"","1558"
"Byasi/Sauka",""
"Female","510"
"Male","438"
"","948"
"Chamar/ Harijan/ Ram",""
"Female","126"
"Male","124"
"","250"
"Chhetri",""
"Female","556356"
"Male","492516"
"","1048872"
"Dalit Others",""
"Female","56923"
"Male","48954"
"","105877"
"Damai/Dholi",""
"Female","35449"
"Male","29913"
"","65362"
"Dev",""
"Female","7"
"Male","4"
"","11"
"Dhandi",""
"Female","10"
"Male","8"
"","18"
"Dhanuk",""
"Female","285"
"Male","239"
"","524"
"Dhobi",""
"Female","63"
"Male","65"
"","128"
"Dom",""
"Female","23"
"Male","27"
"","50"
"Dura",""
"Female","6"
"Male","7"
"","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","47"
"Male","46"
"","93"
"Foreigner",""
"Female","146"
"Male","158"
"","304"
"Ghale",""
"Female","7"
"Male","4"
"","11"
"Gharti/Bhujel",""
"Female","88"
"Male","72"
"","160"
"Gurung",""
"Female","2274"
"Male","1928"
"","4202"
"Hajam/Thakur",""
"Female","353"
"Male","360"
"","713"
"Halwai",""
"Female","362"
"Male","450"
"","812"
"Janajati Others",""
"Female","59"
"Male","54"
"","113"
"Jhangad/ Dhagar",""
"Female","80"
"Male","80"
"","160"
"Kalwar",""
"Female","56"
"Male","81"
"","137"
"Kami",""
"Female","113021"
"Male","96792"
"","209813"
"Kanu",""
"Female","6"
"Male","5"
"","11"
"Kathabaniyan",""
"Female","997"
"Male","1105"
"","2102"
"Kayastha",""
"Female","130"
"Male","142"
"","272"
"Kewat",""
"Female","10"
"Male","18"
"","28"
"Khawas",""
"Female","7"
"Male","4"
"","11"
"Koche",""
"Female","14"
"Male","10"
"","24"
"Koiri/Kushwaha",""
"Female","28"
"Male","32"
"","60"
"Kumal",""
"Female","825"
"Male","720"
"","1545"
"Kumhar",""
"Female","19"
"Male","13"
"","32"
"Kurmi",""
"Female","177"
"Male","175"
"","352"
"Limbu",""
"Female","372"
"Male","287"
"","659"
"Lodh",""
"Female","17"
"Male","19"
"","36"
"Lohar",""
"Female","16043"
"Male","14028"
"","30071"
"Magar",""
"Female","28406"
"Male","27349"
"","55755"
"Majhi",""
"Female","365"
"Male","309"
"","674"
"Mallaha",""
"Female","217"
"Male","235"
"","452"
"Marwadi",""
"Female","180"
"Male","221"
"","401"
"Meche",""
"Female","62"
"Male","43"
"","105"
"Mewahang Bala",""
"Female","19"
"Male","19"
"","38"
"Musahar",""
"Female","81"
"Male","81"
"","162"
"Musalman",""
"Female","2768"
"Male","3124"
"","5892"
"Newar",""
"Female","3569"
"Male","3236"
"","6805"
"Others",""
"Female","1988"
"Male","1840"
"","3828"
"Pahari",""
"Female","53"
"Male","48"
"","101"
"Punjabi/Sikh",""
"Female","48"
"Male","53"
"","101"
"Rai",""
"Female","463"
"Male","465"
"","928"
"Rajbansi",""
"Female","128"
"Male","109"
"","237"
"Raji",""
"Female","1045"
"Male","976"
"","2021"
"Rajput",""
"Female","149"
"Male","161"
"","310"
"Raute",""
"Female","147"
"Male","166"
"","313"
"Sanyasi/Dasnami",""
"Female","13890"
"Male","11777"
"","25667"
"Sarki",""
"Female","22673"
"Male","20078"
"","42751"
"Sherpa",""
"Female","40"
"Male","47"
"","87"
"Sonar",""
"Female","27"
"Male","27"
"","54"
"Sudhi",""
"Female","539"
"Male","481"
"","1020"
"Sunuwar",""
"Female","43"
"Male","30"
"","73"
"Tamang",""
"Female","5185"
"Male","4450"
"","9635"
"Tatma/Tatwa",""
"Female","35"
"Male","24"
"","59"
"Teli",""
"Female","465"
"Male","442"
"","907"
"Terai Others",""
"Female","1592"
"Male","1475"
"","3067"
"Thakali",""
"Female","46"
"Male","42"
"","88"
"Thakuri",""
"Female","60226"
"Male","52022"
"","112248"
"Thami",""
"Female","169"
"Male","139"
"","308"
"Tharu",""
"Female","220696"
"Male","216946"
"","437642"
"Undefined Others",""
"Female","53"
"Male","31"
"","84"
"Yadav",""
"Female","453"
"Male","461"
"","914"
"Yakkha",""
"Female","81"
"Male","56"
"","137"
