"Population by Educational Attainment","Number"
"Beginners",""
"Female","44543"
"Male","49296"
"","93839"
"Graduate and Equivalent",""
"Female","5295"
"Male","16096"
"","21391"
"Intermediate and Equivalent",""
"Female","24049"
"Male","43700"
"","67749"
"Level not Stated",""
"Female","2819"
"Male","2958"
"","5777"
"Lower Secondary (Class 6-8)",""
"Female","130441"
"Male","173231"
"","303672"
"Non Formal Education",""
"Female","31654"
"Male","21899"
"","53553"
"Others",""
"Female","584"
"Male","749"
"","1333"
"Post Graduate Equivalent and Above",""
"Female","991"
"Male","5731"
"","6722"
"Primary Education (1-5 Class)",""
"Female","306328"
"Male","357286"
"","663614"
"Secondary Level (Class 9-10)",""
"Female","63044"
"Male","95359"
"","158403"
"SLC and Equivalent",""
"Female","36433"
"Male","59169"
"","95602"
