"Population by Single Year of Age","Number"
"0",""
"Female","362"
"Male","375"
"1",""
"Female","263"
"Male","257"
"10",""
"Female","424"
"Male","443"
"11",""
"Female","291"
"Male","343"
"12",""
"Female","442"
"Male","459"
"13",""
"Female","330"
"Male","332"
"14",""
"Female","394"
"Male","352"
"15",""
"Female","314"
"Male","280"
"16",""
"Female","335"
"Male","329"
"17",""
"Female","180"
"Male","186"
"18",""
"Female","367"
"Male","433"
"19",""
"Female","196"
"Male","204"
"2",""
"Female","403"
"Male","403"
"20",""
"Female","294"
"Male","253"
"21",""
"Female","173"
"Male","155"
"22",""
"Female","247"
"Male","224"
"23",""
"Female","174"
"Male","165"
"24",""
"Female","174"
"Male","179"
"25",""
"Female","275"
"Male","213"
"26",""
"Female","178"
"Male","183"
"27",""
"Female","140"
"Male","143"
"28",""
"Female","248"
"Male","212"
"29",""
"Female","95"
"Male","101"
"3",""
"Female","438"
"Male","411"
"30",""
"Female","314"
"Male","248"
"31",""
"Female","61"
"Male","57"
"32",""
"Female","162"
"Male","154"
"33",""
"Female","94"
"Male","97"
"34",""
"Female","87"
"Male","99"
"35",""
"Female","308"
"Male","252"
"36",""
"Female","110"
"Male","115"
"37",""
"Female","62"
"Male","63"
"38",""
"Female","153"
"Male","154"
"39",""
"Female","66"
"Male","78"
"4",""
"Female","431"
"Male","493"
"40",""
"Female","295"
"Male","254"
"41",""
"Female","65"
"Male","73"
"42",""
"Female","98"
"Male","103"
"43",""
"Female","70"
"Male","69"
"44",""
"Female","59"
"Male","63"
"45",""
"Female","199"
"Male","164"
"46",""
"Female","59"
"Male","88"
"47",""
"Female","39"
"Male","38"
"48",""
"Female","90"
"Male","112"
"49",""
"Female","42"
"Male","50"
"5",""
"Female","456"
"Male","461"
"50",""
"Female","176"
"Male","151"
"51",""
"Female","48"
"Male","65"
"52",""
"Female","62"
"Male","70"
"53",""
"Female","37"
"Male","45"
"54",""
"Female","40"
"Male","49"
"55",""
"Female","119"
"Male","141"
"56",""
"Female","39"
"Male","63"
"57",""
"Female","37"
"Male","52"
"58",""
"Female","73"
"Male","90"
"59",""
"Female","38"
"Male","43"
"6",""
"Female","431"
"Male","465"
"60",""
"Female","156"
"Male","135"
"61",""
"Female","44"
"Male","46"
"62",""
"Female","60"
"Male","53"
"63",""
"Female","41"
"Male","36"
"64",""
"Female","38"
"Male","39"
"65",""
"Female","133"
"Male","93"
"66",""
"Female","30"
"Male","28"
"67",""
"Female","12"
"Male","16"
"68",""
"Female","32"
"Male","66"
"69",""
"Female","13"
"Male","16"
"7",""
"Female","367"
"Male","379"
"70",""
"Female","93"
"Male","61"
"71",""
"Female","13"
"Male","19"
"72",""
"Female","26"
"Male","25"
"73",""
"Female","9"
"Male","25"
"74",""
"Female","8"
"Male","7"
"75",""
"Female","28"
"Male","37"
"76",""
"Female","9"
"Male","12"
"77",""
"Female","7"
"Male","9"
"78",""
"Female","9"
"Male","18"
"79",""
"Female","4"
"Male","8"
"8",""
"Female","440"
"Male","470"
"80",""
"Female","18"
"Male","12"
"81",""
"Female","3"
"Male","6"
"82",""
"Female","2"
"Male","6"
"83",""
"Female","9"
"Male","2"
"84",""
"Female","3"
"Male","3"
"85",""
"Female","11"
"Male","17"
"9",""
"Female","314"
"Male","262"
