"Population by Educational Attainment","Number"
"Beginners",""
"Female","248"
"Male","298"
"Graduate and Equivalent",""
"Female","7"
"Male","63"
"Intermediate and Equivalent",""
"Female","153"
"Male","447"
"Level not Stated",""
"Female","25"
"Male","22"
"Lower Secondary (Class 6-8)",""
"Female","1147"
"Male","1734"
"Non Formal Education",""
"Female","252"
"Male","306"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","10"
"Primary Education (1-5 Class)",""
"Female","2939"
"Male","3306"
"Secondary Level (Class 9-10)",""
"Female","506"
"Male","883"
"SLC and Equivalent",""
"Female","283"
"Male","620"
