"Population by Mother tongue","Number"
"Avadhi",""
"Female","27648"
"Male","28349"
"Bangla",""
"Female","133"
"Male","245"
"Bhojpuri",""
"Female","158623"
"Male","163347"
"Bhujel",""
"Female","93"
"Male","78"
"Chhantyal",""
"Female","179"
"Male","156"
"Doteli",""
"Female","321"
"Male","331"
"English",""
"Female","7"
"Male","4"
"Gurung",""
"Female","5828"
"Male","4665"
"Hindi",""
"Female","1808"
"Male","2370"
"Kham",""
"Female","73"
"Male","74"
"Kumal",""
"Female","27"
"Male","29"
"Limbu",""
"Female","27"
"Male","29"
"Magar",""
"Female","19945"
"Male","16739"
"Maithili",""
"Female","15103"
"Male","15950"
"Nepali",""
"Female","169816"
"Male","149980"
"Newar",""
"Female","5921"
"Male","5613"
"Not Reported",""
"Female","293"
"Male","313"
"Others",""
"Female","397"
"Male","318"
"Punjabi",""
"Female","21"
"Male","20"
"Rai",""
"Female","142"
"Male","144"
"Rajsthani",""
"Female","124"
"Male","129"
"Santhali",""
"Female","34"
"Male","43"
"Sherpa",""
"Female","168"
"Male","165"
"Sign Language",""
"Female","15"
"Male","27"
"Sindhi",""
"Female","12"
"Male","14"
"Sunuwar",""
"Female","10"
"Male","14"
"Tamang",""
"Female","319"
"Male","338"
"Thakali",""
"Female","116"
"Male","109"
"Tharu",""
"Female","28497"
"Male","26714"
"Uranw/Urau",""
"Female","36"
"Male","35"
"Urdu",""
"Female","11469"
"Male","11019"
