"Population by disability type","Number"
"Blind/low vision",""
"Female","741"
"Male","793"
"","1534"
"Deaf/hard of hearing",""
"Female","465"
"Male","486"
"","951"
"Deaf-Blind",""
"Female","78"
"Male","100"
"","178"
"Intellectual disable",""
"Female","85"
"Male","127"
"","212"
"Mental disable",""
"Female","243"
"Male","369"
"","612"
"Multiple disable",""
"Female","186"
"Male","269"
"","455"
"No disability",""
"Female","321837"
"Male","307968"
"","629805"
"Physical",""
"Female","1237"
"Male","1823"
"","3060"
"Speech problem",""
"Female","405"
"Male","632"
"","1037"
