"Population by Educational Attainment","Number"
"Beginners",""
"Female","328"
"Male","348"
"Graduate and Equivalent",""
"Female","250"
"Male","475"
"Intermediate and Equivalent",""
"Female","915"
"Male","1096"
"Level not Stated",""
"Female","270"
"Male","296"
"Lower Secondary (Class 6-8)",""
"Female","4918"
"Male","5080"
"Non Formal Education",""
"Female","1609"
"Male","1671"
"Others",""
"Female","10"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","33"
"Male","143"
"Primary Education (1-5 Class)",""
"Female","7146"
"Male","8420"
"Secondary Level (Class 9-10)",""
"Female","3378"
"Male","3259"
"SLC and Equivalent",""
"Female","2164"
"Male","2118"
