"Population by Mother tongue","Number"
"Bantawa",""
"Female","1597"
"Male","1661"
"Bhojpuri",""
"Female","43"
"Male","55"
"Bhujel",""
"Female","64"
"Male","73"
"Bote",""
"Female","271"
"Male","270"
"Byansi",""
"Female","26"
"Male","20"
"Chamling",""
"Female","411"
"Male","440"
"Gurung",""
"Female","367"
"Male","365"
"Hindi",""
"Female","47"
"Male","77"
"Hyolmo/Yholmo",""
"Female","130"
"Male","131"
"Khaling",""
"Female","16"
"Male","18"
"Khash",""
"Female","18"
"Male","8"
"Koyee",""
"Female","8"
"Male","4"
"Kulung",""
"Female","125"
"Male","124"
"Lapcha",""
"Female","687"
"Male","740"
"Limbu",""
"Female","1164"
"Male","1147"
"Lohorung",""
"Female","11"
"Male","5"
"Magar",""
"Female","606"
"Male","552"
"Maithili",""
"Female","148"
"Male","147"
"Mewahang",""
"Female","154"
"Male","145"
"Nachhiring",""
"Female","11"
"Male","8"
"Nepali",""
"Female","14128"
"Male","13253"
"Newar",""
"Female","709"
"Male","722"
"Not Reported",""
"Female","134"
"Male","127"
"Others",""
"Female","598"
"Male","582"
"Rai",""
"Female","2580"
"Male","2448"
"Rajbanshi",""
"Female","8"
"Male","14"
"Rajsthani",""
"Female","62"
"Male","95"
"Sam",""
"Female","46"
"Male","45"
"Sampang",""
"Female","129"
"Male","156"
"Sanskrit",""
"Female","67"
"Male","71"
"Sherpa",""
"Female","574"
"Male","532"
"Sign Language",""
"Female","11"
"Male","13"
"Sunuwar",""
"Female","315"
"Male","305"
"Tajpuriya",""
"Female","7"
"Male","7"
"Tamang",""
"Female","2920"
"Male","2851"
"Thami",""
"Female","110"
"Male","135"
"Tharu",""
"Female","9"
"Male","10"
"Thulung",""
"Female","66"
"Male","61"
"Urdu",""
"Female","7"
"Male","23"
"Wambule",""
"Female","29"
"Male","16"
"Yakkha",""
"Female","104"
"Male","114"
"Yamphu/Yamphe",""
"Female","323"
"Male","297"
