"Population by Single Year of Age","Number"
"0",""
"Female","459"
"Male","437"
"1",""
"Female","399"
"Male","422"
"10",""
"Female","935"
"Male","978"
"11",""
"Female","355"
"Male","370"
"12",""
"Female","749"
"Male","785"
"13",""
"Female","473"
"Male","449"
"14",""
"Female","553"
"Male","598"
"15",""
"Female","453"
"Male","553"
"16",""
"Female","482"
"Male","514"
"17",""
"Female","262"
"Male","337"
"18",""
"Female","465"
"Male","528"
"19",""
"Female","200"
"Male","217"
"2",""
"Female","555"
"Male","610"
"20",""
"Female","589"
"Male","385"
"21",""
"Female","191"
"Male","173"
"22",""
"Female","391"
"Male","317"
"23",""
"Female","234"
"Male","179"
"24",""
"Female","251"
"Male","218"
"25",""
"Female","689"
"Male","490"
"26",""
"Female","249"
"Male","209"
"27",""
"Female","175"
"Male","165"
"28",""
"Female","445"
"Male","304"
"29",""
"Female","57"
"Male","59"
"3",""
"Female","592"
"Male","609"
"30",""
"Female","795"
"Male","562"
"31",""
"Female","85"
"Male","70"
"32",""
"Female","307"
"Male","255"
"33",""
"Female","170"
"Male","102"
"34",""
"Female","139"
"Male","116"
"35",""
"Female","666"
"Male","663"
"36",""
"Female","160"
"Male","130"
"37",""
"Female","75"
"Male","80"
"38",""
"Female","276"
"Male","198"
"39",""
"Female","35"
"Male","40"
"4",""
"Female","588"
"Male","631"
"40",""
"Female","553"
"Male","560"
"41",""
"Female","57"
"Male","64"
"42",""
"Female","135"
"Male","181"
"43",""
"Female","93"
"Male","65"
"44",""
"Female","50"
"Male","43"
"45",""
"Female","472"
"Male","482"
"46",""
"Female","73"
"Male","74"
"47",""
"Female","60"
"Male","66"
"48",""
"Female","182"
"Male","147"
"49",""
"Female","31"
"Male","31"
"5",""
"Female","674"
"Male","741"
"50",""
"Female","415"
"Male","451"
"51",""
"Female","38"
"Male","45"
"52",""
"Female","87"
"Male","108"
"53",""
"Female","76"
"Male","43"
"54",""
"Female","41"
"Male","26"
"55",""
"Female","372"
"Male","400"
"56",""
"Female","49"
"Male","60"
"57",""
"Female","32"
"Male","51"
"58",""
"Female","95"
"Male","86"
"59",""
"Female","17"
"Male","34"
"6",""
"Female","584"
"Male","600"
"60",""
"Female","348"
"Male","393"
"61",""
"Female","20"
"Male","31"
"62",""
"Female","49"
"Male","60"
"63",""
"Female","35"
"Male","26"
"64",""
"Female","23"
"Male","12"
"65",""
"Female","249"
"Male","273"
"66",""
"Female","28"
"Male","15"
"67",""
"Female","12"
"Male","22"
"68",""
"Female","39"
"Male","70"
"69",""
"Female","9"
"Male","15"
"7",""
"Female","661"
"Male","623"
"70",""
"Female","167"
"Male","180"
"71",""
"Female","8"
"Male","15"
"72",""
"Female","19"
"Male","26"
"73",""
"Female","8"
"Male","13"
"74",""
"Female","5"
"Male","1"
"75",""
"Female","90"
"Male","63"
"76",""
"Female","2"
"Male","9"
"77",""
"Female","4"
"Male","4"
"78",""
"Female","12"
"Male","17"
"79",""
"Female","4"
"Male","5"
"8",""
"Female","763"
"Male","881"
"80",""
"Female","46"
"Male","42"
"81",""
"Female","2"
"Male","3"
"82",""
"Female","7"
"Male","1"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","38"
"Male","42"
"9",""
"Female","373"
"Male","407"
