"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","45"
"Male","57"
"Bangali",""
"Female","48"
"Male","46"
"Bantar/Sardar",""
"Female","205"
"Male","166"
"Baraee",""
"Female","72"
"Male","81"
"Brahman - Hill",""
"Female","75"
"Male","64"
"Brahman - Tarai",""
"Female","63"
"Male","70"
"Chamar/ Harijan/ Ram",""
"Female","504"
"Male","475"
"Chhetri",""
"Female","20"
"Male","15"
"Danuwar",""
"Female","6"
"Male","6"
"Dev",""
"Female","27"
"Male","25"
"Dhanuk",""
"Female","523"
"Male","487"
"Dom",""
"Female","10"
"Male","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","54"
"Male","52"
"Gaderi/Bhedihar",""
"Female","179"
"Male","201"
"Gurung",""
"Female","4"
"Male","7"
"Hajam/Thakur",""
"Female","37"
"Male","42"
"Halwai",""
"Female","369"
"Male","337"
"Jhangad/ Dhagar",""
"Female","588"
"Male","553"
"Kalwar",""
"Female","95"
"Male","85"
"Kamar",""
"Female","4"
"Male","7"
"Kami",""
"Female","17"
"Male","21"
"Kathabaniyan",""
"Female","360"
"Male","382"
"Kayastha",""
"Female","29"
"Male","29"
"Khatwe",""
"Female","128"
"Male","136"
"Koiri/Kushwaha",""
"Female","2317"
"Male","2371"
"Kumal",""
"Female","22"
"Male","18"
"Kumhar",""
"Female","7"
"Male","12"
"Kurmi",""
"Female","242"
"Male","301"
"Lepcha",""
"Female","46"
"Male","41"
"Lohar",""
"Female","19"
"Male","27"
"Magar",""
"Female","22"
"Male","15"
"Mali",""
"Female","33"
"Male","31"
"Mallaha",""
"Female","327"
"Male","330"
"Marwadi",""
"Female","79"
"Male","81"
"Musahar",""
"Female","342"
"Male","343"
"Musalman",""
"Female","11282"
"Male","10650"
"Newar",""
"Female","19"
"Male","12"
"Nuniya",""
"Female","341"
"Male","359"
"Others",""
"Female","31"
"Male","12"
"Rai",""
"Female","21"
"Male","15"
"Rajput",""
"Female","19"
"Male","17"
"Sanyasi/Dasnami",""
"Female","110"
"Male","116"
"Sarbaria",""
"Female","167"
"Male","174"
"Sonar",""
"Female","128"
"Male","125"
"Tamang",""
"Female","13"
"Male","14"
"Tatma/Tatwa",""
"Female","378"
"Male","400"
"Teli",""
"Female","558"
"Male","592"
"Terai Others",""
"Female","14"
"Male","11"
"Tharu",""
"Female","14"
"Male","5"
"Undefined Others",""
"Female","14"
"Male","13"
"Yadav",""
"Female","680"
"Male","699"
