"Population by disability type","Number"
"Blind/low vision",""
"Female","81"
"Male","72"
"","153"
"Deaf/hard of hearing",""
"Female","59"
"Male","62"
"","121"
"Deaf-Blind",""
"Female","15"
"Male","6"
"","21"
"Intellectual disable",""
"Female","14"
"Male","16"
"","30"
"Mental disable",""
"Female","14"
"Male","14"
"","28"
"Multiple disable",""
"Female","28"
"Male","36"
"","64"
"No disability",""
"Female","15082"
"Male","12285"
"","27367"
"Physical",""
"Female","162"
"Male","173"
"","335"
"Speech problem",""
"Female","43"
"Male","51"
"","94"
