"Population by Educational Attainment","Number"
"Beginners",""
"Female","66"
"Male","72"
"","138"
"Graduate and Equivalent",""
"Female","5"
"Male","64"
"","69"
"Intermediate and Equivalent",""
"Female","212"
"Male","276"
"","488"
"Level not Stated",""
"Female","4"
"Male","1"
"","5"
"Lower Secondary (Class 6-8)",""
"Female","303"
"Male","411"
"","714"
"Non Formal Education",""
"Female","248"
"Male","321"
"","569"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","21"
"","21"
"Primary Education (1-5 Class)",""
"Female","563"
"Male","723"
"","1286"
"Secondary Level (Class 9-10)",""
"Female","136"
"Male","163"
"","299"
"SLC and Equivalent",""
"Female","127"
"Male","225"
"","352"
