"Population by Educational Attainment","Number"
"Beginners",""
"Female","142"
"Male","176"
"Graduate and Equivalent",""
"Female","17"
"Male","44"
"Intermediate and Equivalent",""
"Female","116"
"Male","179"
"Level not Stated",""
"Female","8"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","673"
"Male","860"
"Non Formal Education",""
"Female","429"
"Male","751"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","53"
"Primary Education (1-5 Class)",""
"Female","2046"
"Male","2703"
"Secondary Level (Class 9-10)",""
"Female","238"
"Male","342"
"SLC and Equivalent",""
"Female","135"
"Male","290"
