"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","5"
"Male","8"
"Bhote",""
"Female","175"
"Male","10"
"Brahman - Hill",""
"Female","67"
"Male","158"
"Chhetri",""
"Female","914"
"Male","1044"
"Damai/Dholi",""
"Female","60"
"Male","50"
"Gharti/Bhujel",""
"Female","37"
"Male","39"
"Gurung",""
"Female","66"
"Male","82"
"Hyolmo",""
"Female","25"
"Male","22"
"Jirel",""
"Female","8"
"Male","5"
"Kami",""
"Female","752"
"Male","768"
"Magar",""
"Female","107"
"Male","144"
"Newar",""
"Female","1054"
"Male","1128"
"Others",""
"Female","37"
"Male","49"
"Rai",""
"Female","17"
"Male","11"
"Sarki",""
"Female","3"
"Male","8"
"Sherpa",""
"Female","2374"
"Male","2252"
"Tamang",""
"Female","2075"
"Male","2197"
"Teli",""
"Female","3"
"Male","11"
"Thami",""
"Female","416"
"Male","422"
"Tharu",""
"Female","5"
"Male","23"
