"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","10"
"Male","21"
"Badi",""
"Female","19"
"Male","19"
"Bangali",""
"Female","28"
"Male","43"
"Baraee",""
"Female","17"
"Male","55"
"Bhote",""
"Female","9"
"Male","9"
"Bin",""
"Female","11"
"Male","24"
"Brahman - Hill",""
"Female","20781"
"Male","19808"
"Brahman - Tarai",""
"Female","86"
"Male","99"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","33"
"Chamling",""
"Female","22"
"Male","12"
"Chepang /Praja",""
"Female","493"
"Male","503"
"Chhetri",""
"Female","10762"
"Male","10316"
"Dalit Others",""
"Female","108"
"Male","109"
"Damai/Dholi",""
"Female","759"
"Male","657"
"Danuwar",""
"Female","424"
"Male","437"
"Darai",""
"Female","8"
"Male","6"
"Dev",""
"Female","5"
"Male","7"
"Dhanuk",""
"Female","42"
"Male","50"
"Dhobi",""
"Female","23"
"Male","34"
"Dom",""
"Female","7"
"Male","4"
"Dusadh/ Pasawan/ Pasi",""
"Female","2"
"Male","20"
"Foreigner",""
"Female","5"
"Male","9"
"Gaderi/Bhedihar",""
"Female","9"
"Male","9"
"Ghale",""
"Female","38"
"Male","40"
"Gharti/Bhujel",""
"Female","266"
"Male","253"
"Gurung",""
"Female","690"
"Male","589"
"Hajam/Thakur",""
"Female","81"
"Male","146"
"Halwai",""
"Female","29"
"Male","37"
"Kalwar",""
"Female","119"
"Male","177"
"Kami",""
"Female","2502"
"Male","2305"
"Kanu",""
"Female","128"
"Male","232"
"Kathabaniyan",""
"Female","620"
"Male","715"
"Kayastha",""
"Female","96"
"Male","97"
"Kewat",""
"Female","11"
"Male","9"
"Koiri/Kushwaha",""
"Female","61"
"Male","94"
"Kumal",""
"Female","39"
"Male","69"
"Kumhar",""
"Female","1"
"Male","21"
"Kurmi",""
"Female","25"
"Male","66"
"Limbu",""
"Female","73"
"Male","67"
"Lodh",""
"Female","7"
"Male","6"
"Lohar",""
"Female","21"
"Male","47"
"Magar",""
"Female","3406"
"Male","3195"
"Majhi",""
"Female","101"
"Male","98"
"Mallaha",""
"Female","11"
"Male","20"
"Marwadi",""
"Female","140"
"Male","154"
"Musalman",""
"Female","601"
"Male","894"
"Newar",""
"Female","6890"
"Male","6570"
"Nuniya",""
"Female","5"
"Male","17"
"Others",""
"Female","65"
"Male","54"
"Pahari",""
"Female","6"
"Male","10"
"Rai",""
"Female","1578"
"Male","1464"
"Rajbansi",""
"Female","9"
"Male","18"
"Rajput",""
"Female","36"
"Male","65"
"Sanyasi/Dasnami",""
"Female","241"
"Male","282"
"Sarki",""
"Female","592"
"Male","518"
"Sherpa",""
"Female","10"
"Male","10"
"Sonar",""
"Female","37"
"Male","54"
"Sudhi",""
"Female","56"
"Male","49"
"Sunuwar",""
"Female","87"
"Male","88"
"Tamang",""
"Female","24659"
"Male","22835"
"Tatma/Tatwa",""
"Female","13"
"Male","24"
"Teli",""
"Female","151"
"Male","227"
"Terai Others",""
"Female","94"
"Male","147"
"Thakuri",""
"Female","231"
"Male","214"
"Thami",""
"Female","36"
"Male","40"
"Tharu",""
"Female","300"
"Male","492"
"Yadav",""
"Female","113"
"Male","171"
