"Population by Educational Attainment","Number"
"Beginners",""
"Female","1678"
"Male","1942"
"Graduate and Equivalent",""
"Female","1516"
"Male","2508"
"Intermediate and Equivalent",""
"Female","4379"
"Male","5389"
"Level not Stated",""
"Female","176"
"Male","166"
"Lower Secondary (Class 6-8)",""
"Female","11159"
"Male","11503"
"Non Formal Education",""
"Female","3718"
"Male","3220"
"Others",""
"Female","39"
"Male","69"
"Post Graduate Equivalent and Above",""
"Female","346"
"Male","1016"
"Primary Education (1-5 Class)",""
"Female","17182"
"Male","20338"
"Secondary Level (Class 9-10)",""
"Female","6036"
"Male","5987"
"SLC and Equivalent",""
"Female","6517"
"Male","7593"
