"Population by Educational Attainment","Number"
"Beginners",""
"Female","301"
"Male","362"
"Graduate and Equivalent",""
"Female","26"
"Male","90"
"Intermediate and Equivalent",""
"Female","226"
"Male","263"
"Level not Stated",""
"Female","9"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","1157"
"Male","1369"
"Non Formal Education",""
"Female","125"
"Male","128"
"Others",""
"Female","1"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","44"
"Primary Education (1-5 Class)",""
"Female","2636"
"Male","2870"
"Secondary Level (Class 9-10)",""
"Female","454"
"Male","555"
"SLC and Equivalent",""
"Female","505"
"Male","795"
