"Population by Single Year of Age","Number"
"0",""
"Female","338"
"Male","295"
"1",""
"Female","258"
"Male","286"
"10",""
"Female","883"
"Male","938"
"11",""
"Female","380"
"Male","242"
"12",""
"Female","747"
"Male","717"
"13",""
"Female","338"
"Male","345"
"14",""
"Female","481"
"Male","431"
"15",""
"Female","490"
"Male","596"
"16",""
"Female","355"
"Male","448"
"17",""
"Female","219"
"Male","269"
"18",""
"Female","418"
"Male","457"
"19",""
"Female","153"
"Male","159"
"2",""
"Female","429"
"Male","447"
"20",""
"Female","623"
"Male","535"
"21",""
"Female","128"
"Male","125"
"22",""
"Female","370"
"Male","312"
"23",""
"Female","186"
"Male","127"
"24",""
"Female","198"
"Male","151"
"25",""
"Female","816"
"Male","502"
"26",""
"Female","187"
"Male","155"
"27",""
"Female","188"
"Male","144"
"28",""
"Female","394"
"Male","237"
"29",""
"Female","50"
"Male","74"
"3",""
"Female","452"
"Male","475"
"30",""
"Female","920"
"Male","542"
"31",""
"Female","39"
"Male","42"
"32",""
"Female","280"
"Male","202"
"33",""
"Female","90"
"Male","66"
"34",""
"Female","93"
"Male","50"
"35",""
"Female","904"
"Male","614"
"36",""
"Female","116"
"Male","93"
"37",""
"Female","73"
"Male","61"
"38",""
"Female","223"
"Male","137"
"39",""
"Female","41"
"Male","33"
"4",""
"Female","487"
"Male","468"
"40",""
"Female","833"
"Male","714"
"41",""
"Female","23"
"Male","42"
"42",""
"Female","144"
"Male","125"
"43",""
"Female","56"
"Male","25"
"44",""
"Female","53"
"Male","37"
"45",""
"Female","663"
"Male","622"
"46",""
"Female","32"
"Male","40"
"47",""
"Female","44"
"Male","42"
"48",""
"Female","147"
"Male","91"
"49",""
"Female","32"
"Male","24"
"5",""
"Female","592"
"Male","613"
"50",""
"Female","520"
"Male","613"
"51",""
"Female","20"
"Male","30"
"52",""
"Female","72"
"Male","94"
"53",""
"Female","31"
"Male","32"
"54",""
"Female","23"
"Male","24"
"55",""
"Female","457"
"Male","457"
"56",""
"Female","40"
"Male","44"
"57",""
"Female","29"
"Male","41"
"58",""
"Female","92"
"Male","83"
"59",""
"Female","20"
"Male","20"
"6",""
"Female","521"
"Male","528"
"60",""
"Female","455"
"Male","526"
"61",""
"Female","21"
"Male","40"
"62",""
"Female","83"
"Male","72"
"63",""
"Female","26"
"Male","21"
"64",""
"Female","22"
"Male","14"
"65",""
"Female","331"
"Male","329"
"66",""
"Female","17"
"Male","34"
"67",""
"Female","12"
"Male","21"
"68",""
"Female","55"
"Male","67"
"69",""
"Female","11"
"Male","29"
"7",""
"Female","493"
"Male","516"
"70",""
"Female","210"
"Male","237"
"71",""
"Female","16"
"Male","16"
"72",""
"Female","32"
"Male","45"
"73",""
"Female","11"
"Male","7"
"74",""
"Female","6"
"Male","6"
"75",""
"Female","93"
"Male","90"
"76",""
"Female","4"
"Male","3"
"77",""
"Female","0"
"Male","8"
"78",""
"Female","2"
"Male","8"
"79",""
"Female","5"
"Male","6"
"8",""
"Female","698"
"Male","786"
"80",""
"Female","35"
"Male","43"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","1"
"Male","2"
"85",""
"Female","31"
"Male","27"
"9",""
"Female","352"
"Male","331"
