"Population by Educational Attainment","Number"
"Beginners",""
"Female","145"
"Male","181"
"","326"
"Graduate and Equivalent",""
"Female","124"
"Male","403"
"","527"
"Intermediate and Equivalent",""
"Female","391"
"Male","796"
"","1187"
"Level not Stated",""
"Female","82"
"Male","84"
"","166"
"Lower Secondary (Class 6-8)",""
"Female","1949"
"Male","2688"
"","4637"
"Non Formal Education",""
"Female","45"
"Male","67"
"","112"
"Others",""
"Female","8"
"Male","11"
"","19"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","128"
"","139"
"Primary Education (1-5 Class)",""
"Female","4761"
"Male","5620"
"","10381"
"Secondary Level (Class 9-10)",""
"Female","888"
"Male","1629"
"","2517"
"SLC and Equivalent",""
"Female","863"
"Male","1564"
"","2427"
