"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","47"
"Male","48"
"","95"
"Bangali",""
"Female","7"
"Male","7"
"","14"
"Bantar/Sardar",""
"Female","297"
"Male","259"
"","556"
"Baraee",""
"Female","527"
"Male","477"
"","1004"
"Bin",""
"Female","150"
"Male","148"
"","298"
"Brahman - Hill",""
"Female","292"
"Male","262"
"","554"
"Brahman - Tarai",""
"Female","98"
"Male","106"
"","204"
"Chamar/ Harijan/ Ram",""
"Female","2407"
"Male","2277"
"","4684"
"Chhetri",""
"Female","195"
"Male","176"
"","371"
"Damai/Dholi",""
"Female","41"
"Male","41"
"","82"
"Danuwar",""
"Female","212"
"Male","206"
"","418"
"Dhankar/ Dharikar",""
"Female","9"
"Male","8"
"","17"
"Dhanuk",""
"Female","1247"
"Male","1116"
"","2363"
"Dhobi",""
"Female","326"
"Male","303"
"","629"
"Dom",""
"Female","49"
"Male","52"
"","101"
"Dusadh/ Pasawan/ Pasi",""
"Female","525"
"Male","540"
"","1065"
"Gharti/Bhujel",""
"Female","4"
"Male","8"
"","12"
"Hajam/Thakur",""
"Female","374"
"Male","363"
"","737"
"Halwai",""
"Female","744"
"Male","750"
"","1494"
"Jhangad/ Dhagar",""
"Female","150"
"Male","150"
"","300"
"Kalwar",""
"Female","150"
"Male","161"
"","311"
"Kami",""
"Female","88"
"Male","67"
"","155"
"Kathabaniyan",""
"Female","49"
"Male","64"
"","113"
"Kayastha",""
"Female","62"
"Male","59"
"","121"
"Kewat",""
"Female","1663"
"Male","1380"
"","3043"
"Khatwe",""
"Female","99"
"Male","111"
"","210"
"Koiri/Kushwaha",""
"Female","941"
"Male","971"
"","1912"
"Kumal",""
"Female","93"
"Male","81"
"","174"
"Kumhar",""
"Female","162"
"Male","137"
"","299"
"Kurmi",""
"Female","440"
"Male","488"
"","928"
"Lohar",""
"Female","40"
"Male","48"
"","88"
"Magar",""
"Female","511"
"Male","434"
"","945"
"Majhi",""
"Female","20"
"Male","18"
"","38"
"Mallaha",""
"Female","349"
"Male","300"
"","649"
"Marwadi",""
"Female","9"
"Male","14"
"","23"
"Musahar",""
"Female","1767"
"Male","1730"
"","3497"
"Musalman",""
"Female","1393"
"Male","1293"
"","2686"
"Newar",""
"Female","354"
"Male","350"
"","704"
"Others",""
"Female","48"
"Male","42"
"","90"
"Punjabi/Sikh",""
"Female","6"
"Male","8"
"","14"
"Rai",""
"Female","110"
"Male","88"
"","198"
"Rajput",""
"Female","107"
"Male","115"
"","222"
"Sanyasi/Dasnami",""
"Female","35"
"Male","46"
"","81"
"Sarki",""
"Female","66"
"Male","73"
"","139"
"Sonar",""
"Female","55"
"Male","56"
"","111"
"Sudhi",""
"Female","1658"
"Male","1744"
"","3402"
"Sunuwar",""
"Female","32"
"Male","34"
"","66"
"Tamang",""
"Female","102"
"Male","103"
"","205"
"Tatma/Tatwa",""
"Female","157"
"Male","140"
"","297"
"Teli",""
"Female","2304"
"Male","2309"
"","4613"
"Terai Others",""
"Female","28"
"Male","16"
"","44"
"Thami",""
"Female","6"
"Male","7"
"","13"
"Tharu",""
"Female","250"
"Male","263"
"","513"
"Undefined Others",""
"Female","46"
"Male","50"
"","96"
"Yadav",""
"Female","3963"
"Male","3950"
"","7913"
