"Population by disability type","Number"
"Blind/low vision",""
"Female","29"
"Male","40"
"","69"
"Deaf/hard of hearing",""
"Female","19"
"Male","30"
"","49"
"Deaf-Blind",""
"Female","7"
"Male","8"
"","15"
"Intellectual disable",""
"Female","6"
"Male","8"
"","14"
"Mental disable",""
"Female","13"
"Male","21"
"","34"
"Multiple disable",""
"Female","14"
"Male","14"
"","28"
"No disability",""
"Female","24701"
"Male","23791"
"","48492"
"Physical",""
"Female","59"
"Male","102"
"","161"
"Speech problem",""
"Female","16"
"Male","33"
"","49"
