"Population by Educational Attainment","Number"
"Beginners",""
"Female","321"
"Male","431"
"","752"
"Graduate and Equivalent",""
"Female","20"
"Male","71"
"","91"
"Intermediate and Equivalent",""
"Female","107"
"Male","128"
"","235"
"Level not Stated",""
"Female","16"
"Male","24"
"","40"
"Lower Secondary (Class 6-8)",""
"Female","1312"
"Male","1251"
"","2563"
"Non Formal Education",""
"Female","329"
"Male","205"
"","534"
"Others",""
"Female","0"
"Male","5"
"","5"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","22"
"","25"
"Primary Education (1-5 Class)",""
"Female","3291"
"Male","3341"
"","6632"
"Secondary Level (Class 9-10)",""
"Female","658"
"Male","585"
"","1243"
"SLC and Equivalent",""
"Female","504"
"Male","451"
"","955"
