"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","7"
"Male","11"
"Baraee",""
"Female","114"
"Male","125"
"Brahman - Hill",""
"Female","163"
"Male","131"
"Brahman - Tarai",""
"Female","237"
"Male","237"
"Chamar/ Harijan/ Ram",""
"Female","526"
"Male","523"
"Chhetri",""
"Female","11"
"Male","13"
"Dhanuk",""
"Female","1300"
"Male","1245"
"Dhobi",""
"Female","44"
"Male","48"
"Dom",""
"Female","70"
"Male","58"
"Dusadh/ Pasawan/ Pasi",""
"Female","585"
"Male","578"
"Foreigner",""
"Female","17"
"Male","21"
"Gaderi/Bhedihar",""
"Female","17"
"Male","15"
"Hajam/Thakur",""
"Female","175"
"Male","165"
"Halwai",""
"Female","66"
"Male","53"
"Kalwar",""
"Female","13"
"Male","14"
"Kami",""
"Female","90"
"Male","92"
"Kathabaniyan",""
"Female","420"
"Male","431"
"Khatwe",""
"Female","363"
"Male","355"
"Khawas",""
"Female","68"
"Male","70"
"Kumhar",""
"Female","36"
"Male","41"
"Mali",""
"Female","37"
"Male","41"
"Mallaha",""
"Female","158"
"Male","175"
"Musahar",""
"Female","367"
"Male","340"
"Musalman",""
"Female","572"
"Male","487"
"Others",""
"Female","37"
"Male","26"
"Punjabi/Sikh",""
"Female","14"
"Male","9"
"Rai",""
"Female","52"
"Male","57"
"Rajput",""
"Female","26"
"Male","37"
"Sudhi",""
"Female","44"
"Male","41"
"Sunuwar",""
"Female","34"
"Male","32"
"Tatma/Tatwa",""
"Female","680"
"Male","692"
"Teli",""
"Female","1072"
"Male","1122"
"Terai Others",""
"Female","28"
"Male","27"
"Tharu",""
"Female","209"
"Male","235"
"Undefined Others",""
"Female","23"
"Male","28"
"Yadav",""
"Female","3348"
"Male","3221"
