"Population by Educational Attainment","Number"
"Beginners",""
"Female","27"
"Male","35"
"Graduate and Equivalent",""
"Female","54"
"Male","281"
"Intermediate and Equivalent",""
"Female","165"
"Male","479"
"Level not Stated",""
"Female","15"
"Male","28"
"Lower Secondary (Class 6-8)",""
"Female","727"
"Male","1300"
"Non Formal Education",""
"Female","31"
"Male","30"
"Others",""
"Female","2"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","55"
"Primary Education (1-5 Class)",""
"Female","2224"
"Male","2621"
"Secondary Level (Class 9-10)",""
"Female","342"
"Male","841"
"SLC and Equivalent",""
"Female","226"
"Male","530"
