"Population by Single Year of Age","Number"
"0",""
"Female","360"
"Male","415"
"1",""
"Female","320"
"Male","326"
"10",""
"Female","607"
"Male","647"
"11",""
"Female","394"
"Male","356"
"12",""
"Female","557"
"Male","634"
"13",""
"Female","495"
"Male","502"
"14",""
"Female","540"
"Male","526"
"15",""
"Female","516"
"Male","537"
"16",""
"Female","461"
"Male","475"
"17",""
"Female","339"
"Male","394"
"18",""
"Female","457"
"Male","486"
"19",""
"Female","229"
"Male","252"
"2",""
"Female","384"
"Male","415"
"20",""
"Female","438"
"Male","353"
"21",""
"Female","209"
"Male","236"
"22",""
"Female","381"
"Male","320"
"23",""
"Female","296"
"Male","209"
"24",""
"Female","311"
"Male","238"
"25",""
"Female","518"
"Male","489"
"26",""
"Female","285"
"Male","273"
"27",""
"Female","236"
"Male","228"
"28",""
"Female","400"
"Male","361"
"29",""
"Female","121"
"Male","122"
"3",""
"Female","468"
"Male","488"
"30",""
"Female","649"
"Male","503"
"31",""
"Female","134"
"Male","137"
"32",""
"Female","365"
"Male","300"
"33",""
"Female","198"
"Male","109"
"34",""
"Female","156"
"Male","153"
"35",""
"Female","601"
"Male","654"
"36",""
"Female","221"
"Male","175"
"37",""
"Female","124"
"Male","119"
"38",""
"Female","285"
"Male","255"
"39",""
"Female","111"
"Male","85"
"4",""
"Female","459"
"Male","464"
"40",""
"Female","561"
"Male","523"
"41",""
"Female","92"
"Male","117"
"42",""
"Female","242"
"Male","217"
"43",""
"Female","141"
"Male","79"
"44",""
"Female","99"
"Male","76"
"45",""
"Female","476"
"Male","596"
"46",""
"Female","111"
"Male","114"
"47",""
"Female","79"
"Male","73"
"48",""
"Female","187"
"Male","189"
"49",""
"Female","67"
"Male","67"
"5",""
"Female","576"
"Male","578"
"50",""
"Female","399"
"Male","440"
"51",""
"Female","63"
"Male","80"
"52",""
"Female","147"
"Male","109"
"53",""
"Female","86"
"Male","72"
"54",""
"Female","42"
"Male","52"
"55",""
"Female","361"
"Male","413"
"56",""
"Female","91"
"Male","65"
"57",""
"Female","69"
"Male","65"
"58",""
"Female","118"
"Male","102"
"59",""
"Female","46"
"Male","49"
"6",""
"Female","493"
"Male","457"
"60",""
"Female","344"
"Male","381"
"61",""
"Female","57"
"Male","39"
"62",""
"Female","64"
"Male","69"
"63",""
"Female","42"
"Male","29"
"64",""
"Female","31"
"Male","19"
"65",""
"Female","259"
"Male","268"
"66",""
"Female","26"
"Male","32"
"67",""
"Female","26"
"Male","32"
"68",""
"Female","47"
"Male","63"
"69",""
"Female","11"
"Male","12"
"7",""
"Female","534"
"Male","503"
"70",""
"Female","162"
"Male","171"
"71",""
"Female","18"
"Male","21"
"72",""
"Female","21"
"Male","25"
"73",""
"Female","9"
"Male","9"
"74",""
"Female","6"
"Male","2"
"75",""
"Female","59"
"Male","65"
"76",""
"Female","4"
"Male","7"
"77",""
"Female","3"
"Male","3"
"78",""
"Female","2"
"Male","3"
"79",""
"Female","3"
"Male","1"
"8",""
"Female","560"
"Male","532"
"80",""
"Female","28"
"Male","30"
"81",""
"Female","1"
"Male","4"
"82",""
"Female","3"
"Male","0"
"83",""
"Female","1"
"Male","2"
"84",""
"Female","4"
"Male","1"
"85",""
"Female","34"
"Male","43"
"9",""
"Female","405"
"Male","400"
