"Population by Educational Attainment","Number"
"Beginners",""
"Female","401"
"Male","487"
"Graduate and Equivalent",""
"Female","14"
"Male","94"
"Intermediate and Equivalent",""
"Female","139"
"Male","297"
"Level not Stated",""
"Female","28"
"Male","23"
"Lower Secondary (Class 6-8)",""
"Female","2033"
"Male","2689"
"Non Formal Education",""
"Female","25"
"Male","34"
"Others",""
"Female","1"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","4410"
"Male","5618"
"Secondary Level (Class 9-10)",""
"Female","806"
"Male","1426"
"SLC and Equivalent",""
"Female","641"
"Male","1119"
