"Population by Educational Attainment","Number"
"Beginners",""
"Female","121"
"Male","111"
"Graduate and Equivalent",""
"Female","8"
"Male","26"
"Intermediate and Equivalent",""
"Female","31"
"Male","58"
"Level not Stated",""
"Female","12"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","403"
"Male","465"
"Non Formal Education",""
"Female","20"
"Male","37"
"Others",""
"Female","4"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","4"
"Primary Education (1-5 Class)",""
"Female","1384"
"Male","1603"
"Secondary Level (Class 9-10)",""
"Female","123"
"Male","160"
"SLC and Equivalent",""
"Female","80"
"Male","169"
