"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","18"
"","23"
"Bahing",""
"Female","8"
"Male","9"
"","17"
"Baitadeli",""
"Female","13"
"Male","16"
"","29"
"Bajjika",""
"Female","3"
"Male","8"
"","11"
"Bangla",""
"Female","8"
"Male","15"
"","23"
"Bantawa",""
"Female","17"
"Male","13"
"","30"
"Bhojpuri",""
"Female","130"
"Male","381"
"","511"
"Chamling",""
"Female","89"
"Male","64"
"","153"
"Dhimal",""
"Female","5"
"Male","6"
"","11"
"Doteli",""
"Female","37"
"Male","71"
"","108"
"English",""
"Female","10"
"Male","12"
"","22"
"Gurung",""
"Female","77"
"Male","58"
"","135"
"Hindi",""
"Female","88"
"Male","237"
"","325"
"Limbu",""
"Female","140"
"Male","147"
"","287"
"Magar",""
"Female","293"
"Male","263"
"","556"
"Maithili",""
"Female","538"
"Male","1071"
"","1609"
"Majhi",""
"Female","22"
"Male","22"
"","44"
"Nepali",""
"Female","20385"
"Male","21526"
"","41911"
"Newar",""
"Female","15098"
"Male","15190"
"","30288"
"Not Reported",""
"Female","5"
"Male","8"
"","13"
"Others",""
"Female","104"
"Male","115"
"","219"
"Rai",""
"Female","333"
"Male","320"
"","653"
"Rajbanshi",""
"Female","11"
"Male","15"
"","26"
"Sherpa",""
"Female","45"
"Male","37"
"","82"
"Sunuwar",""
"Female","70"
"Male","60"
"","130"
"Tamang",""
"Female","2566"
"Male","2638"
"","5204"
"Thami",""
"Female","13"
"Male","17"
"","30"
"Tharu",""
"Female","138"
"Male","228"
"","366"
"Thulung",""
"Female","9"
"Male","9"
"","18"
"Uranw/Urau",""
"Female","7"
"Male","12"
"","19"
"Urdu",""
"Female","41"
"Male","131"
"","172"
"Yakkha",""
"Female","5"
"Male","6"
"","11"
