"Population by Educational Attainment","Number"
"Beginners",""
"Female","1107"
"Male","1324"
"","2431"
"Graduate and Equivalent",""
"Female","2100"
"Male","3378"
"","5478"
"Intermediate and Equivalent",""
"Female","4697"
"Male","5600"
"","10297"
"Level not Stated",""
"Female","131"
"Male","116"
"","247"
"Lower Secondary (Class 6-8)",""
"Female","4469"
"Male","5535"
"","10004"
"Non Formal Education",""
"Female","1431"
"Male","996"
"","2427"
"Others",""
"Female","19"
"Male","29"
"","48"
"Post Graduate Equivalent and Above",""
"Female","667"
"Male","1910"
"","2577"
"Primary Education (1-5 Class)",""
"Female","6457"
"Male","7820"
"","14277"
"Secondary Level (Class 9-10)",""
"Female","3432"
"Male","3925"
"","7357"
"SLC and Equivalent",""
"Female","4403"
"Male","5430"
"","9833"
