"Population by Educational Attainment","Number"
"Beginners",""
"Female","334"
"Male","392"
"","726"
"Graduate and Equivalent",""
"Female","30"
"Male","92"
"","122"
"Intermediate and Equivalent",""
"Female","178"
"Male","196"
"","374"
"Level not Stated",""
"Female","12"
"Male","8"
"","20"
"Lower Secondary (Class 6-8)",""
"Female","2031"
"Male","1542"
"","3573"
"Non Formal Education",""
"Female","936"
"Male","560"
"","1496"
"Others",""
"Female","6"
"Male","1"
"","7"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","27"
"","29"
"Primary Education (1-5 Class)",""
"Female","3006"
"Male","2709"
"","5715"
"Secondary Level (Class 9-10)",""
"Female","1049"
"Male","775"
"","1824"
"SLC and Equivalent",""
"Female","830"
"Male","693"
"","1523"
