"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","59"
"Male","59"
"Bangali",""
"Female","36"
"Male","26"
"Baraee",""
"Female","221"
"Male","199"
"Brahman - Hill",""
"Female","187"
"Male","178"
"Brahman - Tarai",""
"Female","375"
"Male","435"
"Chamar/ Harijan/ Ram",""
"Female","672"
"Male","612"
"Danuwar",""
"Female","362"
"Male","310"
"Dhanuk",""
"Female","67"
"Male","62"
"Dhobi",""
"Female","98"
"Male","94"
"Dom",""
"Female","8"
"Male","8"
"Dusadh/ Pasawan/ Pasi",""
"Female","355"
"Male","318"
"Hajam/Thakur",""
"Female","136"
"Male","159"
"Halwai",""
"Female","86"
"Male","75"
"Kalwar",""
"Female","19"
"Male","20"
"Kami",""
"Female","31"
"Male","16"
"Kewat",""
"Female","322"
"Male","312"
"Khatwe",""
"Female","261"
"Male","252"
"Koiri/Kushwaha",""
"Female","86"
"Male","90"
"Lohar",""
"Female","9"
"Male","11"
"Mali",""
"Female","15"
"Male","12"
"Mallaha",""
"Female","189"
"Male","181"
"Musahar",""
"Female","622"
"Male","629"
"Musalman",""
"Female","454"
"Male","401"
"Others",""
"Female","19"
"Male","9"
"Punjabi/Sikh",""
"Female","25"
"Male","15"
"Rai",""
"Female","7"
"Male","7"
"Sonar",""
"Female","44"
"Male","35"
"Sudhi",""
"Female","547"
"Male","533"
"Sunuwar",""
"Female","4"
"Male","8"
"Tatma/Tatwa",""
"Female","317"
"Male","298"
"Teli",""
"Female","397"
"Male","360"
"Terai Others",""
"Female","57"
"Male","36"
"Tharu",""
"Female","55"
"Male","55"
"Undefined Others",""
"Female","14"
"Male","12"
"Yadav",""
"Female","5774"
"Male","5289"
