"Population by Educational Attainment","Number"
"Beginners",""
"Female","62"
"Male","69"
"Graduate and Equivalent",""
"Female","84"
"Male","272"
"Intermediate and Equivalent",""
"Female","167"
"Male","451"
"Level not Stated",""
"Female","27"
"Male","30"
"Lower Secondary (Class 6-8)",""
"Female","837"
"Male","1255"
"Non Formal Education",""
"Female","26"
"Male","29"
"Others",""
"Female","5"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","50"
"Primary Education (1-5 Class)",""
"Female","2144"
"Male","2495"
"Secondary Level (Class 9-10)",""
"Female","394"
"Male","826"
"SLC and Equivalent",""
"Female","278"
"Male","538"
