"Population by Single Year of Age","Number"
"0",""
"Female","168"
"Male","206"
"1",""
"Female","168"
"Male","184"
"10",""
"Female","510"
"Male","552"
"11",""
"Female","201"
"Male","188"
"12",""
"Female","417"
"Male","438"
"13",""
"Female","267"
"Male","240"
"14",""
"Female","265"
"Male","279"
"15",""
"Female","261"
"Male","264"
"16",""
"Female","235"
"Male","237"
"17",""
"Female","108"
"Male","112"
"18",""
"Female","231"
"Male","217"
"19",""
"Female","94"
"Male","79"
"2",""
"Female","262"
"Male","300"
"20",""
"Female","315"
"Male","283"
"21",""
"Female","66"
"Male","85"
"22",""
"Female","261"
"Male","179"
"23",""
"Female","129"
"Male","77"
"24",""
"Female","125"
"Male","110"
"25",""
"Female","440"
"Male","257"
"26",""
"Female","104"
"Male","91"
"27",""
"Female","116"
"Male","82"
"28",""
"Female","228"
"Male","152"
"29",""
"Female","32"
"Male","44"
"3",""
"Female","285"
"Male","301"
"30",""
"Female","538"
"Male","291"
"31",""
"Female","45"
"Male","26"
"32",""
"Female","174"
"Male","117"
"33",""
"Female","58"
"Male","44"
"34",""
"Female","58"
"Male","44"
"35",""
"Female","540"
"Male","348"
"36",""
"Female","76"
"Male","58"
"37",""
"Female","39"
"Male","49"
"38",""
"Female","135"
"Male","97"
"39",""
"Female","26"
"Male","25"
"4",""
"Female","342"
"Male","290"
"40",""
"Female","470"
"Male","402"
"41",""
"Female","24"
"Male","36"
"42",""
"Female","92"
"Male","88"
"43",""
"Female","37"
"Male","28"
"44",""
"Female","30"
"Male","36"
"45",""
"Female","407"
"Male","377"
"46",""
"Female","26"
"Male","30"
"47",""
"Female","31"
"Male","34"
"48",""
"Female","84"
"Male","85"
"49",""
"Female","15"
"Male","14"
"5",""
"Female","377"
"Male","402"
"50",""
"Female","336"
"Male","379"
"51",""
"Female","19"
"Male","23"
"52",""
"Female","53"
"Male","62"
"53",""
"Female","22"
"Male","27"
"54",""
"Female","16"
"Male","14"
"55",""
"Female","267"
"Male","313"
"56",""
"Female","29"
"Male","33"
"57",""
"Female","17"
"Male","30"
"58",""
"Female","54"
"Male","70"
"59",""
"Female","16"
"Male","23"
"6",""
"Female","348"
"Male","336"
"60",""
"Female","227"
"Male","289"
"61",""
"Female","7"
"Male","18"
"62",""
"Female","34"
"Male","35"
"63",""
"Female","21"
"Male","15"
"64",""
"Female","11"
"Male","12"
"65",""
"Female","178"
"Male","185"
"66",""
"Female","5"
"Male","13"
"67",""
"Female","7"
"Male","11"
"68",""
"Female","27"
"Male","45"
"69",""
"Female","4"
"Male","10"
"7",""
"Female","296"
"Male","284"
"70",""
"Female","131"
"Male","136"
"71",""
"Female","8"
"Male","8"
"72",""
"Female","30"
"Male","18"
"73",""
"Female","7"
"Male","7"
"74",""
"Female","2"
"Male","5"
"75",""
"Female","77"
"Male","75"
"76",""
"Female","3"
"Male","4"
"77",""
"Female","0"
"Male","2"
"78",""
"Female","2"
"Male","14"
"79",""
"Female","2"
"Male","0"
"8",""
"Female","490"
"Male","504"
"80",""
"Female","32"
"Male","25"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","1"
"Male","2"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","23"
"Male","23"
"9",""
"Female","216"
"Male","222"
