"Population by Single Year of Age","Number"
"0",""
"Female","389"
"Male","433"
"1",""
"Female","354"
"Male","370"
"10",""
"Female","829"
"Male","912"
"11",""
"Female","470"
"Male","446"
"12",""
"Female","737"
"Male","772"
"13",""
"Female","545"
"Male","488"
"14",""
"Female","568"
"Male","598"
"15",""
"Female","607"
"Male","614"
"16",""
"Female","526"
"Male","581"
"17",""
"Female","405"
"Male","397"
"18",""
"Female","562"
"Male","656"
"19",""
"Female","292"
"Male","313"
"2",""
"Female","490"
"Male","477"
"20",""
"Female","682"
"Male","617"
"21",""
"Female","220"
"Male","273"
"22",""
"Female","521"
"Male","447"
"23",""
"Female","279"
"Male","246"
"24",""
"Female","341"
"Male","267"
"25",""
"Female","824"
"Male","595"
"26",""
"Female","288"
"Male","277"
"27",""
"Female","246"
"Male","216"
"28",""
"Female","524"
"Male","371"
"29",""
"Female","118"
"Male","112"
"3",""
"Female","537"
"Male","538"
"30",""
"Female","962"
"Male","711"
"31",""
"Female","93"
"Male","102"
"32",""
"Female","448"
"Male","302"
"33",""
"Female","148"
"Male","138"
"34",""
"Female","154"
"Male","115"
"35",""
"Female","864"
"Male","825"
"36",""
"Female","186"
"Male","171"
"37",""
"Female","114"
"Male","113"
"38",""
"Female","382"
"Male","280"
"39",""
"Female","81"
"Male","86"
"4",""
"Female","550"
"Male","563"
"40",""
"Female","809"
"Male","770"
"41",""
"Female","67"
"Male","90"
"42",""
"Female","264"
"Male","222"
"43",""
"Female","91"
"Male","78"
"44",""
"Female","89"
"Male","79"
"45",""
"Female","627"
"Male","698"
"46",""
"Female","93"
"Male","103"
"47",""
"Female","67"
"Male","69"
"48",""
"Female","212"
"Male","220"
"49",""
"Female","45"
"Male","55"
"5",""
"Female","667"
"Male","693"
"50",""
"Female","533"
"Male","603"
"51",""
"Female","50"
"Male","59"
"52",""
"Female","129"
"Male","132"
"53",""
"Female","57"
"Male","44"
"54",""
"Female","67"
"Male","49"
"55",""
"Female","466"
"Male","492"
"56",""
"Female","68"
"Male","76"
"57",""
"Female","43"
"Male","61"
"58",""
"Female","141"
"Male","131"
"59",""
"Female","61"
"Male","49"
"6",""
"Female","535"
"Male","601"
"60",""
"Female","475"
"Male","518"
"61",""
"Female","49"
"Male","58"
"62",""
"Female","105"
"Male","111"
"63",""
"Female","62"
"Male","49"
"64",""
"Female","29"
"Male","43"
"65",""
"Female","287"
"Male","297"
"66",""
"Female","27"
"Male","33"
"67",""
"Female","25"
"Male","41"
"68",""
"Female","54"
"Male","71"
"69",""
"Female","21"
"Male","24"
"7",""
"Female","626"
"Male","587"
"70",""
"Female","220"
"Male","240"
"71",""
"Female","13"
"Male","20"
"72",""
"Female","35"
"Male","48"
"73",""
"Female","10"
"Male","12"
"74",""
"Female","1"
"Male","9"
"75",""
"Female","95"
"Male","98"
"76",""
"Female","11"
"Male","5"
"77",""
"Female","5"
"Male","9"
"78",""
"Female","16"
"Male","19"
"79",""
"Female","4"
"Male","12"
"8",""
"Female","745"
"Male","769"
"80",""
"Female","52"
"Male","56"
"81",""
"Female","3"
"Male","4"
"82",""
"Female","5"
"Male","11"
"83",""
"Female","2"
"Male","3"
"84",""
"Female","4"
"Male","3"
"85",""
"Female","69"
"Male","56"
"9",""
"Female","452"
"Male","428"
