"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","59"
"Male","64"
"Badhaee",""
"Female","147"
"Male","112"
"Bantar/Sardar",""
"Female","17"
"Male","14"
"Baraee",""
"Female","308"
"Male","302"
"Brahman - Hill",""
"Female","491"
"Male","471"
"Brahman - Tarai",""
"Female","51"
"Male","54"
"Chamar/ Harijan/ Ram",""
"Female","1455"
"Male","1313"
"Chamling",""
"Female","8"
"Male","4"
"Chhetri",""
"Female","632"
"Male","594"
"Damai/Dholi",""
"Female","157"
"Male","157"
"Danuwar",""
"Female","263"
"Male","264"
"Dhanuk",""
"Female","289"
"Male","312"
"Dhobi",""
"Female","131"
"Male","155"
"Dhunia",""
"Female","19"
"Male","23"
"Dom",""
"Female","50"
"Male","53"
"Dusadh/ Pasawan/ Pasi",""
"Female","384"
"Male","383"
"Gaderi/Bhedihar",""
"Female","72"
"Male","65"
"Gharti/Bhujel",""
"Female","48"
"Male","48"
"Hajam/Thakur",""
"Female","258"
"Male","249"
"Halwai",""
"Female","212"
"Male","212"
"Kalwar",""
"Female","45"
"Male","48"
"Kami",""
"Female","266"
"Male","245"
"Kathabaniyan",""
"Female","146"
"Male","135"
"Kayastha",""
"Female","88"
"Male","71"
"Kewat",""
"Female","226"
"Male","231"
"Khatwe",""
"Female","604"
"Male","603"
"Koiri/Kushwaha",""
"Female","3458"
"Male","3608"
"Kumal",""
"Female","103"
"Male","107"
"Kurmi",""
"Female","9"
"Male","9"
"Limbu",""
"Female","72"
"Male","67"
"Lohar",""
"Female","36"
"Male","28"
"Magar",""
"Female","1199"
"Male","1152"
"Majhi",""
"Female","302"
"Male","219"
"Mali",""
"Female","16"
"Male","14"
"Mallaha",""
"Female","270"
"Male","261"
"Musahar",""
"Female","1532"
"Male","1485"
"Musalman",""
"Female","345"
"Male","338"
"Newar",""
"Female","261"
"Male","291"
"Others",""
"Female","32"
"Male","14"
"Rai",""
"Female","291"
"Male","272"
"Rajbansi",""
"Female","9"
"Male","10"
"Rajput",""
"Female","104"
"Male","96"
"Sanyasi/Dasnami",""
"Female","39"
"Male","39"
"Sarki",""
"Female","49"
"Male","59"
"Sonar",""
"Female","178"
"Male","171"
"Sudhi",""
"Female","151"
"Male","144"
"Sunuwar",""
"Female","25"
"Male","23"
"Tamang",""
"Female","1244"
"Male","1184"
"Tatma/Tatwa",""
"Female","215"
"Male","205"
"Teli",""
"Female","1152"
"Male","1133"
"Terai Others",""
"Female","619"
"Male","549"
"Thakuri",""
"Female","260"
"Male","245"
"Tharu",""
"Female","1851"
"Male","1741"
"Undefined Others",""
"Female","22"
"Male","24"
"Yadav",""
"Female","3749"
"Male","3760"
