"Population by Educational Attainment","Number"
"Beginners",""
"Female","2743"
"Male","3324"
"","6067"
"Graduate and Equivalent",""
"Female","1082"
"Male","2540"
"","3622"
"Intermediate and Equivalent",""
"Female","3394"
"Male","5373"
"","8767"
"Level not Stated",""
"Female","111"
"Male","112"
"","223"
"Lower Secondary (Class 6-8)",""
"Female","9507"
"Male","11060"
"","20567"
"Non Formal Education",""
"Female","3417"
"Male","1633"
"","5050"
"Others",""
"Female","23"
"Male","34"
"","57"
"Post Graduate Equivalent and Above",""
"Female","248"
"Male","1039"
"","1287"
"Primary Education (1-5 Class)",""
"Female","15444"
"Male","18258"
"","33702"
"Secondary Level (Class 9-10)",""
"Female","5217"
"Male","6694"
"","11911"
"SLC and Equivalent",""
"Female","5066"
"Male","6769"
"","11835"
