"Population by Educational Attainment","Number"
"Beginners",""
"Female","5505"
"Male","6544"
"Graduate and Equivalent",""
"Female","2676"
"Male","5048"
"Intermediate and Equivalent",""
"Female","6935"
"Male","9285"
"Level not Stated",""
"Female","568"
"Male","539"
"Lower Secondary (Class 6-8)",""
"Female","25998"
"Male","31473"
"Non Formal Education",""
"Female","5758"
"Male","3834"
"Others",""
"Female","425"
"Male","385"
"Post Graduate Equivalent and Above",""
"Female","611"
"Male","1692"
"Primary Education (1-5 Class)",""
"Female","51849"
"Male","62422"
"Secondary Level (Class 9-10)",""
"Female","13067"
"Male","17529"
"SLC and Equivalent",""
"Female","11744"
"Male","13698"
