"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","982"
"Male","1072"
"Badi",""
"Female","381"
"Male","330"
"Bangali",""
"Female","516"
"Male","612"
"Bantar/Sardar",""
"Female","64"
"Male","83"
"Baraee",""
"Female","129"
"Male","158"
"Bhote",""
"Female","24"
"Male","20"
"Brahman - Hill",""
"Female","16193"
"Male","15541"
"Brahman - Tarai",""
"Female","1861"
"Male","2024"
"Chamar/ Harijan/ Ram",""
"Female","4364"
"Male","4869"
"Chamling",""
"Female","8"
"Male","8"
"Chepang /Praja",""
"Female","21"
"Male","28"
"Chhetri",""
"Female","37285"
"Male","33032"
"Chidimar",""
"Female","565"
"Male","625"
"Dalit Others",""
"Female","3545"
"Male","3835"
"Damai/Dholi",""
"Female","3832"
"Male","3419"
"Danuwar",""
"Female","12"
"Male","7"
"Darai",""
"Female","10"
"Male","8"
"Dhankar/ Dharikar",""
"Female","11"
"Male","11"
"Dhanuk",""
"Female","30"
"Male","28"
"Dhimal",""
"Female","8"
"Male","5"
"Dhobi",""
"Female","2584"
"Male","2816"
"Dom",""
"Female","13"
"Male","10"
"Dusadh/ Pasawan/ Pasi",""
"Female","2105"
"Male","2242"
"Foreigner",""
"Female","100"
"Male","113"
"Gaderi/Bhedihar",""
"Female","781"
"Male","868"
"Gaine",""
"Female","173"
"Male","158"
"Ghale",""
"Female","12"
"Male","13"
"Gharti/Bhujel",""
"Female","52"
"Male","56"
"Gurung",""
"Female","2019"
"Male","1623"
"Hajam/Thakur",""
"Female","2061"
"Male","2169"
"Halkhor",""
"Female","8"
"Male","7"
"Halwai",""
"Female","1231"
"Male","1298"
"Janajati Others",""
"Female","12"
"Male","11"
"Jhangad/ Dhagar",""
"Female","7"
"Male","11"
"Kahar",""
"Female","896"
"Male","1002"
"Kalwar",""
"Female","548"
"Male","613"
"Kamar",""
"Female","9"
"Male","9"
"Kami",""
"Female","12194"
"Male","10676"
"Kanu",""
"Female","1557"
"Male","1732"
"Kathabaniyan",""
"Female","2422"
"Male","2621"
"Kayastha",""
"Female","1503"
"Male","1587"
"Kewat",""
"Female","457"
"Male","451"
"Khatwe",""
"Female","107"
"Male","100"
"Koiri/Kushwaha",""
"Female","606"
"Male","636"
"Kori",""
"Female","2076"
"Male","2275"
"Kumal",""
"Female","816"
"Male","757"
"Kumhar",""
"Female","770"
"Male","852"
"Kurmi",""
"Female","5221"
"Male","5694"
"Limbu",""
"Female","80"
"Male","76"
"Lodh",""
"Female","197"
"Male","229"
"Lohar",""
"Female","505"
"Male","534"
"Magar",""
"Female","14831"
"Male","12585"
"Majhi",""
"Female","107"
"Male","103"
"Mali",""
"Female","140"
"Male","168"
"Mallaha",""
"Female","656"
"Male","749"
"Marwadi",""
"Female","601"
"Male","645"
"Musahar",""
"Female","351"
"Male","359"
"Musalman",""
"Female","46048"
"Male","47163"
"Natuwa",""
"Female","25"
"Male","27"
"Newar",""
"Female","3157"
"Male","2979"
"Nuniya",""
"Female","4"
"Male","7"
"Others",""
"Female","305"
"Male","219"
"Pattharkatta/ Kushwadiya",""
"Female","169"
"Male","161"
"Punjabi/Sikh",""
"Female","46"
"Male","32"
"Rai",""
"Female","218"
"Male","215"
"Rajbansi",""
"Female","134"
"Male","138"
"Rajdhob",""
"Female","12"
"Male","17"
"Raji",""
"Female","7"
"Male","5"
"Rajput",""
"Female","274"
"Male","287"
"Sanyasi/Dasnami",""
"Female","2594"
"Male","2313"
"Sarki",""
"Female","941"
"Male","814"
"Satar/ Santhal",""
"Female","9"
"Male","7"
"Sherpa",""
"Female","111"
"Male","89"
"Sonar",""
"Female","461"
"Male","463"
"Sudhi",""
"Female","11"
"Male","11"
"Sunuwar",""
"Female","6"
"Male","11"
"Tamang",""
"Female","552"
"Male","465"
"Teli",""
"Female","1854"
"Male","1957"
"Terai Others",""
"Female","2244"
"Male","2398"
"Thakali",""
"Female","20"
"Male","26"
"Thakuri",""
"Female","9325"
"Male","8142"
"Tharu",""
"Female","38933"
"Male","37496"
"Undefined Others",""
"Female","16"
"Male","13"
"Yadav",""
"Female","10869"
"Male","12152"
