"Population by Educational Attainment","Number"
"Beginners",""
"Female","714"
"Male","756"
"","1470"
"Graduate and Equivalent",""
"Female","9"
"Male","34"
"","43"
"Intermediate and Equivalent",""
"Female","44"
"Male","113"
"","157"
"Level not Stated",""
"Female","29"
"Male","54"
"","83"
"Lower Secondary (Class 6-8)",""
"Female","1016"
"Male","1092"
"","2108"
"Non Formal Education",""
"Female","185"
"Male","124"
"","309"
"Others",""
"Female","6"
"Male","15"
"","21"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","2"
"","3"
"Primary Education (1-5 Class)",""
"Female","3841"
"Male","4034"
"","7875"
"Secondary Level (Class 9-10)",""
"Female","242"
"Male","360"
"","602"
"SLC and Equivalent",""
"Female","118"
"Male","162"
"","280"
