"Population by Educational Attainment","Number"
"Beginners",""
"Female","4133"
"Male","4107"
"","8240"
"Graduate and Equivalent",""
"Female","137"
"Male","656"
"","793"
"Intermediate and Equivalent",""
"Female","960"
"Male","1572"
"","2532"
"Level not Stated",""
"Female","183"
"Male","194"
"","377"
"Lower Secondary (Class 6-8)",""
"Female","9246"
"Male","10945"
"","20191"
"Non Formal Education",""
"Female","4304"
"Male","2887"
"","7191"
"Others",""
"Female","40"
"Male","37"
"","77"
"Post Graduate Equivalent and Above",""
"Female","18"
"Male","135"
"","153"
"Primary Education (1-5 Class)",""
"Female","32206"
"Male","35600"
"","67806"
"Secondary Level (Class 9-10)",""
"Female","3030"
"Male","4267"
"","7297"
"SLC and Equivalent",""
"Female","1844"
"Male","2588"
"","4432"
