"Population by disability type","Number"
"Blind/low vision",""
"Female","721"
"Male","596"
"","1317"
"Deaf/hard of hearing",""
"Female","762"
"Male","777"
"","1539"
"Deaf-Blind",""
"Female","75"
"Male","46"
"","121"
"Intellectual disable",""
"Female","82"
"Male","102"
"","184"
"Mental disable",""
"Female","125"
"Male","121"
"","246"
"Multiple disable",""
"Female","285"
"Male","305"
"","590"
"No disability",""
"Female","117315"
"Male","96479"
"","213794"
"Physical",""
"Female","1207"
"Male","1522"
"","2729"
"Speech problem",""
"Female","304"
"Male","353"
"","657"
