"Population by disability type","Number"
"Blind/low vision",""
"Female","1576"
"Male","1519"
"","3095"
"Deaf/hard of hearing",""
"Female","997"
"Male","995"
"","1992"
"Deaf-Blind",""
"Female","161"
"Male","114"
"","275"
"Intellectual disable",""
"Female","183"
"Male","224"
"","407"
"Mental disable",""
"Female","402"
"Male","415"
"","817"
"Multiple disable",""
"Female","469"
"Male","542"
"","1011"
"No disability",""
"Female","293173"
"Male","263742"
"","556915"
"Physical",""
"Female","1521"
"Male","2321"
"","3842"
"Speech problem",""
"Female","635"
"Male","743"
"","1378"
