"Population by Educational Attainment","Number"
"Beginners",""
"Female","5856"
"Male","6940"
"","12796"
"Graduate and Equivalent",""
"Female","4540"
"Male","7569"
"","12109"
"Intermediate and Equivalent",""
"Female","15296"
"Male","16980"
"","32276"
"Level not Stated",""
"Female","655"
"Male","687"
"","1342"
"Lower Secondary (Class 6-8)",""
"Female","45591"
"Male","42471"
"","88062"
"Non Formal Education",""
"Female","12135"
"Male","10834"
"","22969"
"Others",""
"Female","197"
"Male","203"
"","400"
"Post Graduate Equivalent and Above",""
"Female","960"
"Male","3119"
"","4079"
"Primary Education (1-5 Class)",""
"Female","63938"
"Male","69128"
"","133066"
"Secondary Level (Class 9-10)",""
"Female","25414"
"Male","24893"
"","50307"
"SLC and Equivalent",""
"Female","23953"
"Male","26633"
"","50586"
