"Population by Educational Attainment","Number"
"Beginners",""
"Female","463"
"Male","473"
"Graduate and Equivalent",""
"Female","3"
"Male","37"
"Intermediate and Equivalent",""
"Female","16"
"Male","106"
"Level not Stated",""
"Female","0"
"Male","4"
"Lower Secondary (Class 6-8)",""
"Female","298"
"Male","820"
"Non Formal Education",""
"Female","60"
"Male","70"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","1420"
"Male","1851"
"Secondary Level (Class 9-10)",""
"Female","81"
"Male","350"
"SLC and Equivalent",""
"Female","82"
"Male","289"
