"Population by Single Year of Age","Number"
"0",""
"Female","194"
"Male","186"
"1",""
"Female","169"
"Male","170"
"10",""
"Female","198"
"Male","209"
"11",""
"Female","133"
"Male","162"
"12",""
"Female","226"
"Male","207"
"13",""
"Female","159"
"Male","180"
"14",""
"Female","162"
"Male","170"
"15",""
"Female","147"
"Male","161"
"16",""
"Female","169"
"Male","128"
"17",""
"Female","94"
"Male","81"
"18",""
"Female","210"
"Male","193"
"19",""
"Female","90"
"Male","102"
"2",""
"Female","204"
"Male","217"
"20",""
"Female","154"
"Male","114"
"21",""
"Female","104"
"Male","109"
"22",""
"Female","134"
"Male","109"
"23",""
"Female","81"
"Male","86"
"24",""
"Female","86"
"Male","94"
"25",""
"Female","160"
"Male","120"
"26",""
"Female","89"
"Male","78"
"27",""
"Female","74"
"Male","79"
"28",""
"Female","107"
"Male","102"
"29",""
"Female","47"
"Male","33"
"3",""
"Female","232"
"Male","251"
"30",""
"Female","166"
"Male","130"
"31",""
"Female","40"
"Male","41"
"32",""
"Female","80"
"Male","76"
"33",""
"Female","46"
"Male","43"
"34",""
"Female","39"
"Male","47"
"35",""
"Female","176"
"Male","180"
"36",""
"Female","65"
"Male","72"
"37",""
"Female","21"
"Male","37"
"38",""
"Female","71"
"Male","74"
"39",""
"Female","31"
"Male","48"
"4",""
"Female","290"
"Male","276"
"40",""
"Female","142"
"Male","122"
"41",""
"Female","36"
"Male","45"
"42",""
"Female","37"
"Male","66"
"43",""
"Female","25"
"Male","26"
"44",""
"Female","26"
"Male","34"
"45",""
"Female","120"
"Male","117"
"46",""
"Female","29"
"Male","47"
"47",""
"Female","23"
"Male","26"
"48",""
"Female","38"
"Male","61"
"49",""
"Female","17"
"Male","30"
"5",""
"Female","219"
"Male","214"
"50",""
"Female","111"
"Male","106"
"51",""
"Female","24"
"Male","17"
"52",""
"Female","21"
"Male","31"
"53",""
"Female","13"
"Male","29"
"54",""
"Female","12"
"Male","25"
"55",""
"Female","74"
"Male","82"
"56",""
"Female","21"
"Male","29"
"57",""
"Female","16"
"Male","31"
"58",""
"Female","32"
"Male","56"
"59",""
"Female","10"
"Male","36"
"6",""
"Female","223"
"Male","221"
"60",""
"Female","93"
"Male","68"
"61",""
"Female","45"
"Male","44"
"62",""
"Female","39"
"Male","56"
"63",""
"Female","28"
"Male","32"
"64",""
"Female","14"
"Male","15"
"65",""
"Female","67"
"Male","49"
"66",""
"Female","14"
"Male","16"
"67",""
"Female","2"
"Male","14"
"68",""
"Female","19"
"Male","20"
"69",""
"Female","3"
"Male","7"
"7",""
"Female","214"
"Male","204"
"70",""
"Female","22"
"Male","31"
"71",""
"Female","4"
"Male","8"
"72",""
"Female","2"
"Male","3"
"73",""
"Female","0"
"Male","3"
"74",""
"Female","0"
"Male","3"
"75",""
"Female","9"
"Male","13"
"76",""
"Female","2"
"Male","2"
"77",""
"Female","2"
"Male","0"
"78",""
"Female","1"
"Male","5"
"79",""
"Female","0"
"Male","1"
"8",""
"Female","219"
"Male","246"
"80",""
"Female","3"
"Male","10"
"82",""
"Female","0"
"Male","3"
"83",""
"Female","1"
"Male","1"
"85",""
"Female","4"
"Male","10"
"9",""
"Female","217"
"Male","186"
