"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","122"
"Graduate and Equivalent",""
"Female","69"
"Male","286"
"Intermediate and Equivalent",""
"Female","186"
"Male","545"
"Level not Stated",""
"Female","59"
"Male","79"
"Lower Secondary (Class 6-8)",""
"Female","1036"
"Male","1355"
"Non Formal Education",""
"Female","50"
"Male","108"
"Others",""
"Female","9"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","70"
"Primary Education (1-5 Class)",""
"Female","2356"
"Male","2917"
"Secondary Level (Class 9-10)",""
"Female","397"
"Male","857"
"SLC and Equivalent",""
"Female","316"
"Male","870"
