"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","90"
"Male","88"
"Badhaee",""
"Female","14"
"Male","15"
"Bangali",""
"Female","16"
"Male","20"
"Baraee",""
"Female","232"
"Male","246"
"Bhote",""
"Female","13"
"Male","7"
"Bin",""
"Female","171"
"Male","205"
"Brahman - Hill",""
"Female","139"
"Male","154"
"Brahman - Tarai",""
"Female","1249"
"Male","1328"
"Chamar/ Harijan/ Ram",""
"Female","572"
"Male","551"
"Chhetri",""
"Female","9"
"Male","4"
"Dhanuk",""
"Female","895"
"Male","918"
"Dhobi",""
"Female","200"
"Male","215"
"Dhunia",""
"Female","22"
"Male","26"
"Dom",""
"Female","34"
"Male","38"
"Dusadh/ Pasawan/ Pasi",""
"Female","1019"
"Male","1089"
"Hajam/Thakur",""
"Female","247"
"Male","234"
"Halwai",""
"Female","106"
"Male","117"
"Kalwar",""
"Female","197"
"Male","204"
"Kami",""
"Female","29"
"Male","29"
"Kanu",""
"Female","75"
"Male","80"
"Kathabaniyan",""
"Female","19"
"Male","22"
"Kayastha",""
"Female","93"
"Male","80"
"Kewat",""
"Female","295"
"Male","298"
"Khatwe",""
"Female","403"
"Male","431"
"Koiri/Kushwaha",""
"Female","392"
"Male","409"
"Kumhar",""
"Female","338"
"Male","328"
"Kurmi",""
"Female","142"
"Male","125"
"Lohar",""
"Female","115"
"Male","121"
"Mali",""
"Female","55"
"Male","48"
"Mallaha",""
"Female","9"
"Male","12"
"Musahar",""
"Female","532"
"Male","553"
"Musalman",""
"Female","1229"
"Male","1126"
"Newar",""
"Female","5"
"Male","11"
"Nuniya",""
"Female","163"
"Male","154"
"Others",""
"Female","13"
"Male","1"
"Punjabi/Sikh",""
"Female","135"
"Male","141"
"Rajput",""
"Female","155"
"Male","151"
"Sanyasi/Dasnami",""
"Female","8"
"Male","7"
"Sonar",""
"Female","233"
"Male","249"
"Sudhi",""
"Female","560"
"Male","571"
"Tatma/Tatwa",""
"Female","760"
"Male","712"
"Teli",""
"Female","388"
"Male","394"
"Terai Others",""
"Female","156"
"Male","153"
"Undefined Others",""
"Female","12"
"Male","14"
"Yadav",""
"Female","2077"
"Male","2135"
