"Population by Educational Attainment","Number"
"Beginners",""
"Female","393"
"Male","408"
"Graduate and Equivalent",""
"Female","42"
"Male","58"
"Intermediate and Equivalent",""
"Female","156"
"Male","170"
"Level not Stated",""
"Female","23"
"Male","27"
"Lower Secondary (Class 6-8)",""
"Female","1674"
"Male","1550"
"Non Formal Education",""
"Female","521"
"Male","266"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","19"
"Primary Education (1-5 Class)",""
"Female","4143"
"Male","4382"
"Secondary Level (Class 9-10)",""
"Female","699"
"Male","688"
"SLC and Equivalent",""
"Female","420"
"Male","444"
