"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","5411"
"Male","5845"
"","11256"
"Badi",""
"Female","3596"
"Male","3047"
"","6643"
"Bangali",""
"Female","2229"
"Male","2570"
"","4799"
"Bantar/Sardar",""
"Female","74"
"Male","89"
"","163"
"Baraee",""
"Female","6754"
"Male","7229"
"","13983"
"Bhote",""
"Female","78"
"Male","82"
"","160"
"Bin",""
"Female","943"
"Male","983"
"","1926"
"Bote",""
"Female","1102"
"Male","927"
"","2029"
"Brahman - Hill",""
"Female","301876"
"Male","254567"
"","556443"
"Brahman - Tarai",""
"Female","8778"
"Male","9274"
"","18052"
"Brahmu/ Baramo",""
"Female","11"
"Male","14"
"","25"
"Chamar/ Harijan/ Ram",""
"Female","44659"
"Male","47105"
"","91764"
"Chamling",""
"Female","8"
"Male","8"
"","16"
"Chepang /Praja",""
"Female","51"
"Male","75"
"","126"
"Chhantyal/Chhantel",""
"Female","754"
"Male","561"
"","1315"
"Chhetri",""
"Female","336332"
"Male","275762"
"","612094"
"Chidimar",""
"Female","572"
"Male","638"
"","1210"
"Dalit Others",""
"Female","9474"
"Male","9269"
"","18743"
"Damai/Dholi",""
"Female","46234"
"Male","38231"
"","84465"
"Danuwar",""
"Female","20"
"Male","13"
"","33"
"Darai",""
"Female","263"
"Male","206"
"","469"
"Dev",""
"Female","7"
"Male","5"
"","12"
"Dhandi",""
"Female","899"
"Male","960"
"","1859"
"Dhankar/ Dharikar",""
"Female","795"
"Male","808"
"","1603"
"Dhanuk",""
"Female","366"
"Male","398"
"","764"
"Dhimal",""
"Female","8"
"Male","5"
"","13"
"Dhobi",""
"Female","20166"
"Male","20856"
"","41022"
"Dhunia",""
"Female","1415"
"Male","1374"
"","2789"
"Dom",""
"Female","120"
"Male","126"
"","246"
"Dusadh/ Pasawan/ Pasi",""
"Female","22249"
"Male","23168"
"","45417"
"Foreigner",""
"Female","606"
"Male","618"
"","1224"
"Gaderi/Bhedihar",""
"Female","4791"
"Male","5155"
"","9946"
"Gaine",""
"Female","1570"
"Male","1353"
"","2923"
"Gangai",""
"Female","14"
"Male","8"
"","22"
"Ghale",""
"Female","102"
"Male","92"
"","194"
"Gharti/Bhujel",""
"Female","5098"
"Male","4082"
"","9180"
"Gurung",""
"Female","23098"
"Male","18639"
"","41737"
"Hajam/Thakur",""
"Female","10626"
"Male","10960"
"","21586"
"Halkhor",""
"Female","27"
"Male","28"
"","55"
"Halwai",""
"Female","6605"
"Male","7067"
"","13672"
"Janajati Others",""
"Female","23"
"Male","22"
"","45"
"Jhangad/ Dhagar",""
"Female","73"
"Male","84"
"","157"
"Kahar",""
"Female","22498"
"Male","23306"
"","45804"
"Kalar",""
"Female","17"
"Male","16"
"","33"
"Kalwar",""
"Female","5833"
"Male","6065"
"","11898"
"Kamar",""
"Female","29"
"Male","23"
"","52"
"Kami",""
"Female","149042"
"Male","121060"
"","270102"
"Kanu",""
"Female","2017"
"Male","2235"
"","4252"
"Kathabaniyan",""
"Female","16830"
"Male","17995"
"","34825"
"Kayastha",""
"Female","3649"
"Male","3874"
"","7523"
"Kewat",""
"Female","23147"
"Male","23629"
"","46776"
"Khatwe",""
"Female","136"
"Male","132"
"","268"
"Khawas",""
"Female","415"
"Male","370"
"","785"
"Koche",""
"Female","8"
"Male","8"
"","16"
"Koiri/Kushwaha",""
"Female","8477"
"Male","8912"
"","17389"
"Kori",""
"Female","5852"
"Male","6365"
"","12217"
"Kumal",""
"Female","22746"
"Male","20045"
"","42791"
"Kumhar",""
"Female","1331"
"Male","1463"
"","2794"
"Kurmi",""
"Female","34524"
"Male","36229"
"","70753"
"Kusunda",""
"Female","57"
"Male","53"
"","110"
"Lhomi",""
"Female","160"
"Male","113"
"","273"
"Limbu",""
"Female","221"
"Male","196"
"","417"
"Lodh",""
"Female","15706"
"Male","16292"
"","31998"
"Lohar",""
"Female","5825"
"Male","6078"
"","11903"
"Magar",""
"Female","371495"
"Male","303678"
"","675173"
"Majhi",""
"Female","1261"
"Male","1295"
"","2556"
"Mali",""
"Female","1040"
"Male","995"
"","2035"
"Mallaha",""
"Female","14815"
"Male","15360"
"","30175"
"Marwadi",""
"Female","2480"
"Male","2779"
"","5259"
"Musahar",""
"Female","2944"
"Male","2929"
"","5873"
"Musalman",""
"Female","156130"
"Male","155858"
"","311988"
"Natuwa",""
"Female","308"
"Male","284"
"","592"
"Newar",""
"Female","32592"
"Male","28338"
"","60930"
"Nuniya",""
"Female","50"
"Male","60"
"","110"
"Others",""
"Female","3312"
"Male","2652"
"","5964"
"Pattharkatta/ Kushwadiya",""
"Female","623"
"Male","646"
"","1269"
"Punjabi/Sikh",""
"Female","84"
"Male","77"
"","161"
"Rai",""
"Female","1199"
"Male","1071"
"","2270"
"Rajbansi",""
"Female","282"
"Male","293"
"","575"
"Rajbhar",""
"Female","2646"
"Male","2710"
"","5356"
"Rajdhob",""
"Female","61"
"Male","78"
"","139"
"Raji",""
"Female","422"
"Male","409"
"","831"
"Rajput",""
"Female","1130"
"Male","1216"
"","2346"
"Sanyasi/Dasnami",""
"Female","27990"
"Male","23744"
"","51734"
"Sarki",""
"Female","37492"
"Male","29021"
"","66513"
"Satar/ Santhal",""
"Female","197"
"Male","221"
"","418"
"Sherpa",""
"Female","495"
"Male","456"
"","951"
"Sonar",""
"Female","1218"
"Male","1245"
"","2463"
"Sudhi",""
"Female","304"
"Male","319"
"","623"
"Sunuwar",""
"Female","398"
"Male","340"
"","738"
"Tamang",""
"Female","3633"
"Male","3076"
"","6709"
"Tatma/Tatwa",""
"Female","11"
"Male","4"
"","15"
"Teli",""
"Female","18936"
"Male","19704"
"","38640"
"Terai Others",""
"Female","11950"
"Male","12288"
"","24238"
"Thakali",""
"Female","931"
"Male","822"
"","1753"
"Thakuri",""
"Female","32745"
"Male","27185"
"","59930"
"Thami",""
"Female","66"
"Male","48"
"","114"
"Tharu",""
"Female","350523"
"Male","330782"
"","681305"
"Undefined Others",""
"Female","152"
"Male","166"
"","318"
"Yadav",""
"Female","87882"
"Male","93284"
"","181166"
"Yakkha",""
"Female","393"
"Male","403"
"","796"
