"Population by disability type","Number"
"Blind/low vision",""
"Female","7437"
"Male","7357"
"","14794"
"Deaf/hard of hearing",""
"Female","6597"
"Male","6662"
"","13259"
"Deaf-Blind",""
"Female","962"
"Male","932"
"","1894"
"Intellectual disable",""
"Female","1264"
"Male","1639"
"","2903"
"Mental disable",""
"Female","2560"
"Male","3075"
"","5635"
"Multiple disable",""
"Female","2890"
"Male","3402"
"","6292"
"No disability",""
"Female","2315999"
"Male","2064469"
"","4380468"
"Physical",""
"Female","12709"
"Male","17798"
"","30507"
"Speech problem",""
"Female","4169"
"Male","5264"
"","9433"
