"Population by disability type","Number"
"Blind/low vision",""
"Female","327"
"Male","337"
"","664"
"Deaf/hard of hearing",""
"Female","318"
"Male","382"
"","700"
"Deaf-Blind",""
"Female","32"
"Male","32"
"","64"
"Intellectual disable",""
"Female","57"
"Male","51"
"","108"
"Mental disable",""
"Female","117"
"Male","120"
"","237"
"Multiple disable",""
"Female","187"
"Male","202"
"","389"
"No disability",""
"Female","81668"
"Male","72500"
"","154168"
"Physical",""
"Female","600"
"Male","831"
"","1431"
"Speech problem",""
"Female","199"
"Male","262"
"","461"
