"Population by disability type","Number"
"Blind/low vision",""
"Female","20"
"Male","21"
"","41"
"Deaf/hard of hearing",""
"Female","15"
"Male","16"
"","31"
"Deaf-Blind",""
"Female","9"
"Male","6"
"","15"
"Intellectual disable",""
"Female","1"
"Male","2"
"","3"
"Mental disable",""
"Female","4"
"Male","2"
"","6"
"Multiple disable",""
"Female","1"
"Male","0"
"","1"
"No disability",""
"Female","4395"
"Male","4460"
"","8855"
"Physical",""
"Female","28"
"Male","36"
"","64"
"Speech problem",""
"Female","2"
"Male","4"
"","6"
