"Population by disability type","Number"
"Blind/low vision",""
"Female","32"
"Male","23"
"","55"
"Deaf/hard of hearing",""
"Female","47"
"Male","37"
"","84"
"Deaf-Blind",""
"Female","2"
"Male","4"
"","6"
"Intellectual disable",""
"Female","4"
"Male","4"
"","8"
"Mental disable",""
"Female","20"
"Male","22"
"","42"
"Multiple disable",""
"Female","20"
"Male","19"
"","39"
"No disability",""
"Female","10112"
"Male","8096"
"","18208"
"Physical",""
"Female","63"
"Male","80"
"","143"
"Speech problem",""
"Female","18"
"Male","24"
"","42"
