"Population by disability type","Number"
"Blind/low vision",""
"Female","51"
"Male","50"
"","101"
"Deaf/hard of hearing",""
"Female","26"
"Male","34"
"","60"
"Deaf-Blind",""
"Female","6"
"Male","2"
"","8"
"Intellectual disable",""
"Female","4"
"Male","6"
"","10"
"Mental disable",""
"Female","19"
"Male","21"
"","40"
"Multiple disable",""
"Female","27"
"Male","25"
"","52"
"No disability",""
"Female","11375"
"Male","9844"
"","21219"
"Physical",""
"Female","90"
"Male","124"
"","214"
"Speech problem",""
"Female","17"
"Male","26"
"","43"
