"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","10"
"Male","21"
"","31"
"Badi",""
"Female","19"
"Male","19"
"","38"
"Bangali",""
"Female","28"
"Male","43"
"","71"
"Baraee",""
"Female","17"
"Male","55"
"","72"
"Bhote",""
"Female","9"
"Male","9"
"","18"
"Bin",""
"Female","11"
"Male","24"
"","35"
"Brahman - Hill",""
"Female","30188"
"Male","28437"
"","58625"
"Brahman - Tarai",""
"Female","162"
"Male","169"
"","331"
"Brahmu/ Baramo",""
"Female","31"
"Male","31"
"","62"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","33"
"","39"
"Chamling",""
"Female","22"
"Male","12"
"","34"
"Chepang /Praja",""
"Female","9424"
"Male","9793"
"","19217"
"Chhetri",""
"Female","22638"
"Male","20968"
"","43606"
"Dalit Others",""
"Female","227"
"Male","213"
"","440"
"Damai/Dholi",""
"Female","1798"
"Male","1643"
"","3441"
"Danuwar",""
"Female","721"
"Male","671"
"","1392"
"Darai",""
"Female","8"
"Male","6"
"","14"
"Dev",""
"Female","5"
"Male","7"
"","12"
"Dhanuk",""
"Female","50"
"Male","56"
"","106"
"Dhobi",""
"Female","23"
"Male","34"
"","57"
"Dom",""
"Female","7"
"Male","4"
"","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","2"
"Male","20"
"","22"
"Foreigner",""
"Female","5"
"Male","9"
"","14"
"Gaderi/Bhedihar",""
"Female","9"
"Male","9"
"","18"
"Ghale",""
"Female","311"
"Male","286"
"","597"
"Gharti/Bhujel",""
"Female","499"
"Male","453"
"","952"
"Gurung",""
"Female","1485"
"Male","1303"
"","2788"
"Hajam/Thakur",""
"Female","152"
"Male","213"
"","365"
"Halwai",""
"Female","29"
"Male","37"
"","66"
"Kalwar",""
"Female","169"
"Male","267"
"","436"
"Kami",""
"Female","6358"
"Male","5710"
"","12068"
"Kanu",""
"Female","135"
"Male","237"
"","372"
"Kathabaniyan",""
"Female","655"
"Male","757"
"","1412"
"Kayastha",""
"Female","96"
"Male","97"
"","193"
"Kewat",""
"Female","11"
"Male","9"
"","20"
"Koiri/Kushwaha",""
"Female","70"
"Male","112"
"","182"
"Kumal",""
"Female","39"
"Male","69"
"","108"
"Kumhar",""
"Female","1"
"Male","21"
"","22"
"Kurmi",""
"Female","25"
"Male","66"
"","91"
"Limbu",""
"Female","107"
"Male","105"
"","212"
"Lodh",""
"Female","7"
"Male","6"
"","13"
"Lohar",""
"Female","21"
"Male","47"
"","68"
"Magar",""
"Female","9860"
"Male","8796"
"","18656"
"Majhi",""
"Female","1671"
"Male","1485"
"","3156"
"Mallaha",""
"Female","11"
"Male","20"
"","31"
"Marwadi",""
"Female","140"
"Male","154"
"","294"
"Musalman",""
"Female","688"
"Male","1001"
"","1689"
"Newar",""
"Female","13517"
"Male","12340"
"","25857"
"Nuniya",""
"Female","5"
"Male","17"
"","22"
"Others",""
"Female","386"
"Male","485"
"","871"
"Pahari",""
"Female","660"
"Male","628"
"","1288"
"Rai",""
"Female","4189"
"Male","3719"
"","7908"
"Rajbansi",""
"Female","9"
"Male","18"
"","27"
"Rajput",""
"Female","39"
"Male","73"
"","112"
"Sanyasi/Dasnami",""
"Female","652"
"Male","705"
"","1357"
"Sarki",""
"Female","767"
"Male","672"
"","1439"
"Sherpa",""
"Female","10"
"Male","10"
"","20"
"Sonar",""
"Female","42"
"Male","61"
"","103"
"Sudhi",""
"Female","56"
"Male","49"
"","105"
"Sunuwar",""
"Female","222"
"Male","218"
"","440"
"Tamang",""
"Female","103262"
"Male","97408"
"","200670"
"Tatma/Tatwa",""
"Female","13"
"Male","24"
"","37"
"Teli",""
"Female","167"
"Male","262"
"","429"
"Terai Others",""
"Female","110"
"Male","164"
"","274"
"Thakuri",""
"Female","938"
"Male","844"
"","1782"
"Thami",""
"Female","36"
"Male","40"
"","76"
"Tharu",""
"Female","340"
"Male","558"
"","898"
"Undefined Others",""
"Female","6"
"Male","10"
"","16"
"Yadav",""
"Female","132"
"Male","241"
"","373"
