"Population by Educational Attainment","Number"
"Beginners",""
"Female","5359"
"Male","6140"
"","11499"
"Graduate and Equivalent",""
"Female","1765"
"Male","3107"
"","4872"
"Intermediate and Equivalent",""
"Female","5598"
"Male","7270"
"","12868"
"Level not Stated",""
"Female","314"
"Male","319"
"","633"
"Lower Secondary (Class 6-8)",""
"Female","25310"
"Male","26264"
"","51574"
"Non Formal Education",""
"Female","7825"
"Male","7482"
"","15307"
"Others",""
"Female","85"
"Male","150"
"","235"
"Post Graduate Equivalent and Above",""
"Female","379"
"Male","1164"
"","1543"
"Primary Education (1-5 Class)",""
"Female","53616"
"Male","65606"
"","119222"
"Secondary Level (Class 9-10)",""
"Female","11368"
"Male","11206"
"","22574"
"SLC and Equivalent",""
"Female","9340"
"Male","11503"
"","20843"
