"Population by Educational Attainment","Number"
"Beginners",""
"Female","299"
"Male","299"
"","598"
"Graduate and Equivalent",""
"Female","9"
"Male","76"
"","85"
"Intermediate and Equivalent",""
"Female","92"
"Male","298"
"","390"
"Level not Stated",""
"Female","15"
"Male","22"
"","37"
"Lower Secondary (Class 6-8)",""
"Female","693"
"Male","1259"
"","1952"
"Non Formal Education",""
"Female","261"
"Male","193"
"","454"
"Others",""
"Female","3"
"Male","8"
"","11"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","14"
"","16"
"Primary Education (1-5 Class)",""
"Female","2729"
"Male","2923"
"","5652"
"Secondary Level (Class 9-10)",""
"Female","215"
"Male","515"
"","730"
"SLC and Equivalent",""
"Female","187"
"Male","445"
"","632"
