"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","104"
"Male","100"
"","204"
"Badi",""
"Female","8"
"Male","7"
"","15"
"Bangali",""
"Female","20"
"Male","23"
"","43"
"Bantar/Sardar",""
"Female","9"
"Male","10"
"","19"
"Baraee",""
"Female","605"
"Male","584"
"","1189"
"Bin",""
"Female","793"
"Male","687"
"","1480"
"Brahman - Hill",""
"Female","156"
"Male","140"
"","296"
"Brahman - Tarai",""
"Female","73"
"Male","71"
"","144"
"Chamar/ Harijan/ Ram",""
"Female","1079"
"Male","963"
"","2042"
"Chhetri",""
"Female","424"
"Male","400"
"","824"
"Damai/Dholi",""
"Female","59"
"Male","39"
"","98"
"Danuwar",""
"Female","340"
"Male","279"
"","619"
"Dhankar/ Dharikar",""
"Female","126"
"Male","136"
"","262"
"Dhanuk",""
"Female","978"
"Male","985"
"","1963"
"Dhobi",""
"Female","142"
"Male","132"
"","274"
"Dom",""
"Female","38"
"Male","33"
"","71"
"Dusadh/ Pasawan/ Pasi",""
"Female","139"
"Male","95"
"","234"
"Gaderi/Bhedihar",""
"Female","65"
"Male","53"
"","118"
"Gharti/Bhujel",""
"Female","65"
"Male","73"
"","138"
"Hajam/Thakur",""
"Female","343"
"Male","301"
"","644"
"Halwai",""
"Female","322"
"Male","320"
"","642"
"Jhangad/ Dhagar",""
"Female","151"
"Male","164"
"","315"
"Kalwar",""
"Female","41"
"Male","44"
"","85"
"Kami",""
"Female","301"
"Male","279"
"","580"
"Kanu",""
"Female","11"
"Male","4"
"","15"
"Kathabaniyan",""
"Female","65"
"Male","61"
"","126"
"Kayastha",""
"Female","43"
"Male","51"
"","94"
"Kewat",""
"Female","1116"
"Male","995"
"","2111"
"Khatwe",""
"Female","299"
"Male","261"
"","560"
"Koiri/Kushwaha",""
"Female","1245"
"Male","1281"
"","2526"
"Kumhar",""
"Female","59"
"Male","58"
"","117"
"Kurmi",""
"Female","47"
"Male","38"
"","85"
"Limbu",""
"Female","13"
"Male","6"
"","19"
"Lohar",""
"Female","97"
"Male","78"
"","175"
"Magar",""
"Female","923"
"Male","814"
"","1737"
"Majhi",""
"Female","65"
"Male","71"
"","136"
"Mali",""
"Female","63"
"Male","52"
"","115"
"Mallaha",""
"Female","229"
"Male","186"
"","415"
"Marwadi",""
"Female","6"
"Male","6"
"","12"
"Musahar",""
"Female","1521"
"Male","1447"
"","2968"
"Musalman",""
"Female","1373"
"Male","1248"
"","2621"
"Natuwa",""
"Female","6"
"Male","8"
"","14"
"Newar",""
"Female","127"
"Male","115"
"","242"
"Others",""
"Female","51"
"Male","36"
"","87"
"Punjabi/Sikh",""
"Female","50"
"Male","58"
"","108"
"Rai",""
"Female","55"
"Male","67"
"","122"
"Rajput",""
"Female","97"
"Male","94"
"","191"
"Sanyasi/Dasnami",""
"Female","81"
"Male","89"
"","170"
"Sarki",""
"Female","380"
"Male","298"
"","678"
"Satar/ Santhal",""
"Female","10"
"Male","6"
"","16"
"Sonar",""
"Female","65"
"Male","59"
"","124"
"Sudhi",""
"Female","583"
"Male","547"
"","1130"
"Sunuwar",""
"Female","85"
"Male","82"
"","167"
"Tamang",""
"Female","1174"
"Male","1055"
"","2229"
"Tatma/Tatwa",""
"Female","863"
"Male","912"
"","1775"
"Teli",""
"Female","1339"
"Male","1306"
"","2645"
"Terai Others",""
"Female","333"
"Male","272"
"","605"
"Thakuri",""
"Female","22"
"Male","19"
"","41"
"Tharu",""
"Female","66"
"Male","55"
"","121"
"Yadav",""
"Female","4560"
"Male","4429"
"","8989"
