"Population by Educational Attainment","Number"
"Beginners",""
"Female","292"
"Male","435"
"","727"
"Graduate and Equivalent",""
"Female","37"
"Male","215"
"","252"
"Intermediate and Equivalent",""
"Female","222"
"Male","471"
"","693"
"Level not Stated",""
"Female","85"
"Male","105"
"","190"
"Lower Secondary (Class 6-8)",""
"Female","1841"
"Male","2523"
"","4364"
"Non Formal Education",""
"Female","117"
"Male","178"
"","295"
"Others",""
"Female","16"
"Male","41"
"","57"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","49"
"","52"
"Primary Education (1-5 Class)",""
"Female","4262"
"Male","5079"
"","9341"
"Secondary Level (Class 9-10)",""
"Female","778"
"Male","1524"
"","2302"
"SLC and Equivalent",""
"Female","499"
"Male","1150"
"","1649"
