"Population by Educational Attainment","Number"
"Beginners",""
"Female","46740"
"Male","52601"
"","99341"
"Graduate and Equivalent",""
"Female","17610"
"Male","40202"
"","57812"
"Intermediate and Equivalent",""
"Female","65097"
"Male","82469"
"","147566"
"Level not Stated",""
"Female","5077"
"Male","5463"
"","10540"
"Lower Secondary (Class 6-8)",""
"Female","307395"
"Male","316856"
"","624251"
"Non Formal Education",""
"Female","71032"
"Male","72223"
"","143255"
"Others",""
"Female","523"
"Male","659"
"","1182"
"Post Graduate Equivalent and Above",""
"Female","3308"
"Male","12458"
"","15766"
"Primary Education (1-5 Class)",""
"Female","527422"
"Male","588030"
"","1115452"
"Secondary Level (Class 9-10)",""
"Female","192396"
"Male","200470"
"","392866"
"SLC and Equivalent",""
"Female","169576"
"Male","177423"
"","346999"
