"Population by disability type","Number"
"Blind/low vision",""
"Female","26"
"Male","23"
"","49"
"Deaf/hard of hearing",""
"Female","37"
"Male","29"
"","66"
"Deaf-Blind",""
"Female","2"
"Male","6"
"","8"
"Intellectual disable",""
"Female","15"
"Male","17"
"","32"
"Mental disable",""
"Female","18"
"Male","18"
"","36"
"Multiple disable",""
"Female","8"
"Male","13"
"","21"
"No disability",""
"Female","12430"
"Male","9671"
"","22101"
"Physical",""
"Female","48"
"Male","74"
"","122"
"Speech problem",""
"Female","32"
"Male","35"
"","67"
