"Population by Educational Attainment","Number"
"Beginners",""
"Female","1174"
"Male","1172"
"","2346"
"Graduate and Equivalent",""
"Female","143"
"Male","532"
"","675"
"Intermediate and Equivalent",""
"Female","1199"
"Male","1512"
"","2711"
"Level not Stated",""
"Female","61"
"Male","63"
"","124"
"Lower Secondary (Class 6-8)",""
"Female","5692"
"Male","6776"
"","12468"
"Non Formal Education",""
"Female","1280"
"Male","1292"
"","2572"
"Others",""
"Female","15"
"Male","33"
"","48"
"Post Graduate Equivalent and Above",""
"Female","18"
"Male","148"
"","166"
"Primary Education (1-5 Class)",""
"Female","14161"
"Male","17037"
"","31198"
"Secondary Level (Class 9-10)",""
"Female","2787"
"Male","3266"
"","6053"
"SLC and Equivalent",""
"Female","1993"
"Male","2491"
"","4484"
